#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-0.999152	-0.999152	0
2	-1	-0.999576	0.000299813
3	-1	-0.999717	0.000230796
4	-1	-0.999788	0.000183597
5	-1	-0.99983	0.000151695
6	-1	-0.999859	0.000129019
7	-1	-0.999879	0.000112156
8	-1	-0.999894	9.91539e-05
9	-1	-0.999906	8.88336e-05
10	-1	-0.999915	8.04483e-05
11	-1	-0.999923	7.35033e-05
12	-1	-0.999929	6.76582e-05
13	-1	-0.999935	6.26717e-05
14	-1	-0.999939	5.83681e-05
15	-1	-0.999943	5.46164e-05
16	-1	-0.999947	5.1317e-05
17	-1	-0.99995	4.8393e-05
18	-1	-0.999953	4.57838e-05
19	-1	-0.999955	4.34412e-05
20	-1	-0.999958	4.13264e-05
21	-1	-0.99996	3.94078e-05
22	-1	-0.999961	3.76592e-05
23	-1	-0.999963	3.60591e-05
24	-1	-0.999965	3.45894e-05
25	-1	-0.999966	3.32347e-05
26	-1	-0.999967	3.1982e-05
27	-1	-0.999969	3.08203e-05
28	-1	-0.99997	2.974e-05
29	-1	-0.999971	2.87328e-05
30	-1	-0.999972	2.77916e-05
31	-1	-0.999973	2.691e-05
32	-1	-0.999974	2.60827e-05
33	-1	-0.999974	2.53046e-05
34	-1	-0.999975	2.45717e-05
35	-1	-0.999976	2.38799e-05
36	-1	-0.999976	2.32261e-05
37	-1	-0.999977	2.26071e-05
38	-1	-0.999978	2.20202e-05
39	-1	-0.999978	2.1463e-05
40	-1	-0.999979	2.09333e-05
41	-1	-0.999979	2.04291e-05
42	-1	-0.99998	1.99487e-05
43	-1	-0.99998	1.94903e-05
44	-1	-0.999981	1.90525e-05
45	-1	-0.999981	1.86339e-05
46	-1	-0.999982	1.82333e-05
47	-1	-0.999982	1.78496e-05
48	-1	-0.999982	1.74817e-05
49	-1	-0.999983	1.71286e-05
50	-1	-0.999983	1.67895e-05
51	-1	-0.999983	1.64636e-05
52	-1	-0.999984	1.61501e-05
53	-1	-0.999984	1.58483e-05
54	-1	-0.999984	1.55576e-05
55	-1	-0.999985	1.52774e-05
56	-1	-0.999985	1.5007e-05
57	-1	-0.999985	1.47461e-05
58	-1	-0.999985	1.44941e-05
59	-1	-0.999986	1.42506e-05
60	-1	-0.999986	1.40151e-05
61	-1	-0.999986	1.37872e-05
62	-1	-0.999986	1.35667e-05
63	-1	-0.999987	1.33531e-05
64	-1	-0.999987	1.31461e-05
65	-1	-0.999987	1.29454e-05
66	-1	-0.999987	1.27508e-05
67	-1	-0.999987	1.25619e-05
68	-1	-0.999988	1.23786e-05
69	-1	-0.999988	1.22005e-05
70	-1	-0.999988	1.20274e-05
71	-1	-0.999988	1.18593e-05
72	-1	-0.999988	1.16957e-05
73	-1	-0.999988	1.15366e-05
74	-1	-0.999989	1.13818e-05
75	-1	-0.999989	1.1231e-05
76	-1	-0.999989	1.10842e-05
77	-1	-0.999989	1.09412e-05
78	-1	-0.999989	1.08019e-05
79	-1	-0.999989	1.0666e-05
80	-1	-0.999989	1.05335e-05
81	-1	-0.99999	1.04043e-05
82	-1	-0.99999	1.02782e-05
83	-1	-0.99999	1.01551e-05
84	-1	-0.99999	1.0035e-05
85	-1	-0.99999	9.91761e-06
86	-1	-0.99999	9.80297e-06
87	-1	-0.99999	9.69095e-06
88	-1	-0.99999	9.58146e-06
89	-1	-0.99999	9.47441e-06
90	-1	-0.999991	9.36973e-06
91	-1	-0.999991	9.26734e-06
92	-1	-0.999991	9.16716e-06
93	-1	-0.999991	9.06912e-06
94	-1	-0.999991	8.97316e-06
95	-1	-0.999991	8.87921e-06
96	-1	-0.999991	8.78721e-06
97	-1	-0.999991	8.69709e-06
98	-1	-0.999991	8.6088e-06
99	-1	-0.999991	8.52229e-06
100	-1	-0.999992	8.43749e-06
