#BLOCK:	ACTUAL_X:	X_AVE:	ERROR:
1	248.062	248.062	0
2	250	249.031	0.685186
3	250	249.354	0.527457
4	250	249.516	0.419589
5	250	249.612	0.34668
6	250	249.677	0.294857
7	250	249.723	0.25632
8	250	249.758	0.226604
9	250	249.785	0.203018
10	250	249.806	0.183855
11	250	249.824	0.167983
12	250	249.839	0.154624
13	250	249.851	0.143228
14	250	249.862	0.133393
15	250	249.871	0.124819
16	250	249.879	0.117279
17	250	249.886	0.110596
18	250	249.892	0.104633
19	250	249.898	0.0992795
20	250	249.903	0.0944464
21	250	249.908	0.0900616
22	250	249.912	0.0860656
23	250	249.916	0.0824088
24	250	249.919	0.0790498
25	250	249.922	0.0759538
26	250	249.925	0.073091
27	250	249.928	0.070436
28	250	249.931	0.0679671
29	250	249.933	0.0656653
30	250	249.935	0.0635142
31	250	249.937	0.0614995
32	250	249.939	0.0596087
33	250	249.941	0.0578306
34	250	249.943	0.0561555
35	250	249.945	0.0545747
36	250	249.946	0.0530804
37	250	249.948	0.0516657
38	250	249.949	0.0503245
39	250	249.95	0.0490511
40	250	249.952	0.0478405
41	250	249.953	0.0466883
42	250	249.954	0.0455902
43	250	249.955	0.0445426
44	250	249.956	0.0435421
45	250	249.957	0.0425855
46	250	249.958	0.04167
47	250	249.959	0.040793
48	250	249.96	0.0399522
49	250	249.96	0.0391454
50	250	249.961	0.0383704
51	250	249.962	0.0376256
52	250	249.963	0.0369091
53	250	249.963	0.0362194
54	250	249.964	0.035555
55	250	249.965	0.0349146
56	250	249.965	0.0342968
57	250	249.966	0.0337004
58	250	249.967	0.0331245
59	250	249.967	0.0325679
60	250	249.968	0.0320297
61	250	249.968	0.031509
62	250	249.969	0.031005
63	250	249.969	0.0305168
64	250	249.97	0.0300437
65	250	249.97	0.0295851
66	250	249.971	0.0291403
67	250	249.971	0.0287087
68	250	249.972	0.0282897
69	250	249.972	0.0278827
70	250	249.972	0.0274872
71	250	249.973	0.0271029
72	250	249.973	0.0267291
73	250	249.973	0.0263655
74	250	249.974	0.0260116
75	250	249.974	0.0256672
76	250	249.975	0.0253317
77	250	249.975	0.0250049
78	250	249.975	0.0246864
79	250	249.975	0.0243759
80	250	249.976	0.0240731
81	250	249.976	0.0237778
82	250	249.976	0.0234896
83	250	249.977	0.0232083
84	250	249.977	0.0229337
85	250	249.977	0.0226655
86	250	249.977	0.0224035
87	250	249.978	0.0221475
88	250	249.978	0.0218972
89	250	249.978	0.0216526
90	250	249.978	0.0214134
91	250	249.979	0.0211794
92	250	249.979	0.0209504
93	250	249.979	0.0207264
94	250	249.979	0.0205071
95	250	249.98	0.0202923
96	250	249.98	0.0200821
97	250	249.98	0.0198761
98	250	249.98	0.0196744
99	250	249.98	0.0194766
100	250	249.981	0.0192829
