#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-0.99698	-0.99698	0
2	-1	-0.99849	0.00106773
3	-1	-0.998993	0.00082194
4	-1	-0.999245	0.000653849
5	-1	-0.999396	0.000540234
6	-1	-0.999497	0.000459478
7	-1	-0.999569	0.000399425
8	-1	-0.999622	0.000353119
9	-1	-0.999664	0.000316365
10	-1	-0.999698	0.000286502
11	-1	-0.999725	0.000261769
12	-1	-0.999748	0.000240952
13	-1	-0.999768	0.000223194
14	-1	-0.999784	0.000207867
15	-1	-0.999799	0.000194506
16	-1	-0.999811	0.000182756
17	-1	-0.999822	0.000172343
18	-1	-0.999832	0.000163051
19	-1	-0.999841	0.000154708
20	-1	-0.999849	0.000147177
21	-1	-0.999856	0.000140344
22	-1	-0.999863	0.000134117
23	-1	-0.999869	0.000128418
24	-1	-0.999874	0.000123184
25	-1	-0.999879	0.000118359
26	-1	-0.999884	0.000113898
27	-1	-0.999888	0.000109761
28	-1	-0.999892	0.000105914
29	-1	-0.999896	0.000102327
30	-1	-0.999899	9.89747e-05
31	-1	-0.999903	9.58352e-05
32	-1	-0.999906	9.28887e-05
33	-1	-0.999908	9.01179e-05
34	-1	-0.999911	8.75076e-05
35	-1	-0.999914	8.50441e-05
36	-1	-0.999916	8.27156e-05
37	-1	-0.999918	8.05111e-05
38	-1	-0.999921	7.8421e-05
39	-1	-0.999923	7.64367e-05
40	-1	-0.999924	7.45503e-05
41	-1	-0.999926	7.27547e-05
42	-1	-0.999928	7.10436e-05
43	-1	-0.99993	6.94111e-05
44	-1	-0.999931	6.78519e-05
45	-1	-0.999933	6.63612e-05
46	-1	-0.999934	6.49346e-05
47	-1	-0.999936	6.35681e-05
48	-1	-0.999937	6.22578e-05
49	-1	-0.999938	6.10005e-05
50	-1	-0.99994	5.97929e-05
51	-1	-0.999941	5.86323e-05
52	-1	-0.999942	5.75158e-05
53	-1	-0.999943	5.6441e-05
54	-1	-0.999944	5.54057e-05
55	-1	-0.999945	5.44076e-05
56	-1	-0.999946	5.34449e-05
57	-1	-0.999947	5.25156e-05
58	-1	-0.999948	5.16181e-05
59	-1	-0.999949	5.07508e-05
60	-1	-0.99995	4.99121e-05
61	-1	-0.99995	4.91007e-05
62	-1	-0.999951	4.83153e-05
63	-1	-0.999952	4.75545e-05
64	-1	-0.999953	4.68174e-05
65	-1	-0.999954	4.61028e-05
66	-1	-0.999954	4.54096e-05
67	-1	-0.999955	4.4737e-05
68	-1	-0.999956	4.4084e-05
69	-1	-0.999956	4.34498e-05
70	-1	-0.999957	4.28336e-05
71	-1	-0.999957	4.22346e-05
72	-1	-0.999958	4.16521e-05
73	-1	-0.999959	4.10855e-05
74	-1	-0.999959	4.05341e-05
75	-1	-0.99996	3.99973e-05
76	-1	-0.99996	3.94745e-05
77	-1	-0.999961	3.89653e-05
78	-1	-0.999961	3.8469e-05
79	-1	-0.999962	3.79851e-05
80	-1	-0.999962	3.75133e-05
81	-1	-0.999963	3.70531e-05
82	-1	-0.999963	3.6604e-05
83	-1	-0.999964	3.61657e-05
84	-1	-0.999964	3.57377e-05
85	-1	-0.999964	3.53198e-05
86	-1	-0.999965	3.49115e-05
87	-1	-0.999965	3.45126e-05
88	-1	-0.999966	3.41226e-05
89	-1	-0.999966	3.37414e-05
90	-1	-0.999966	3.33686e-05
91	-1	-0.999967	3.3004e-05
92	-1	-0.999967	3.26472e-05
93	-1	-0.999968	3.22981e-05
94	-1	-0.999968	3.19563e-05
95	-1	-0.999968	3.16217e-05
96	-1	-0.999969	3.12941e-05
97	-1	-0.999969	3.09731e-05
98	-1	-0.999969	3.06587e-05
99	-1	-0.999969	3.03506e-05
100	-1	-0.99997	3.00486e-05
