#BLOCK:	ACTUAL_X:	X_AVE:	ERROR:
1	-7.33096e-12	-7.33096e-12	0
2	-7.57927e-12	-7.45512e-12	8.7792e-14
3	-7.5792e-12	-7.49648e-12	6.7572e-14
4	-7.5792e-12	-7.51716e-12	5.37505e-14
5	-7.57927e-12	-7.52958e-12	4.44128e-14
6	-7.57927e-12	-7.53786e-12	3.7775e-14
7	-7.5792e-12	-7.54377e-12	3.28369e-14
8	-7.57829e-12	-7.54808e-12	2.90144e-14
9	-7.5792e-12	-7.55154e-12	2.59958e-14
10	-7.55696e-12	-7.55208e-12	2.34018e-14
11	-7.57859e-12	-7.55449e-12	2.13981e-14
12	-7.5792e-12	-7.55655e-12	1.97137e-14
13	-7.49569e-12	-7.55187e-12	1.8745e-14
14	-7.57912e-12	-7.55382e-12	1.75068e-14
15	-7.29691e-12	-7.53669e-12	2.32545e-14
16	-7.5789e-12	-7.53933e-12	2.19502e-14
17	-7.57912e-12	-7.54167e-12	2.07835e-14
18	-7.57912e-12	-7.54375e-12	1.97328e-14
19	-7.57897e-12	-7.5456e-12	1.87811e-14
20	-7.5792e-12	-7.54728e-12	1.7917e-14
21	-7.57912e-12	-7.5488e-12	1.71278e-14
22	-7.56271e-12	-7.54943e-12	1.6361e-14
23	-7.57734e-12	-7.55064e-12	1.56945e-14
24	-7.57927e-12	-7.55184e-12	1.50859e-14
25	-7.57844e-12	-7.5529e-12	1.45199e-14
26	-7.57912e-12	-7.55391e-12	1.39964e-14
27	-7.57912e-12	-7.55484e-12	1.35092e-14
28	-7.57912e-12	-7.55571e-12	1.30545e-14
29	-7.55563e-12	-7.55571e-12	1.26043e-14
30	-7.57958e-12	-7.5565e-12	1.22093e-14
31	-7.5792e-12	-7.55724e-12	1.18374e-14
32	-7.57943e-12	-7.55793e-12	1.14877e-14
33	-7.55751e-12	-7.55792e-12	1.11396e-14
34	-7.57882e-12	-7.55853e-12	1.08289e-14
35	-7.57912e-12	-7.55912e-12	1.05355e-14
36	-7.56889e-12	-7.55939e-12	1.02464e-14
37	-7.5792e-12	-7.55993e-12	9.9834e-15
38	-7.57912e-12	-7.56043e-12	9.73346e-15
39	-7.57912e-12	-7.56091e-12	9.49567e-15
40	-7.57912e-12	-7.56137e-12	9.26919e-15
41	-7.5792e-12	-7.5618e-12	9.05331e-15
42	-7.57761e-12	-7.56218e-12	8.84557e-15
43	-7.57666e-12	-7.56251e-12	8.64627e-15
44	-7.5792e-12	-7.56289e-12	8.45807e-15
45	-7.5792e-12	-7.56326e-12	8.27788e-15
46	-7.57651e-12	-7.56354e-12	8.10293e-15
47	-7.5792e-12	-7.56388e-12	7.93737e-15
48	-7.57912e-12	-7.56419e-12	7.77836e-15
49	-7.57829e-12	-7.56448e-12	7.62494e-15
50	-7.5792e-12	-7.56478e-12	7.47812e-15
51	-7.57836e-12	-7.56504e-12	7.33623e-15
52	-7.57912e-12	-7.56531e-12	7.20015e-15
53	-7.5792e-12	-7.56558e-12	7.06906e-15
54	-7.56003e-12	-7.56547e-12	6.9389e-15
55	-7.57912e-12	-7.56572e-12	6.81717e-15
56	-7.30772e-12	-7.56111e-12	8.1041e-15
57	-7.57912e-12	-7.56143e-12	7.96808e-15
58	-7.56309e-12	-7.56146e-12	7.83075e-15
59	-7.57912e-12	-7.56176e-12	7.70375e-15
60	-7.57912e-12	-7.56205e-12	7.58079e-15
61	-7.57882e-12	-7.56232e-12	7.4615e-15
62	-7.57912e-12	-7.56259e-12	7.34607e-15
63	-7.57912e-12	-7.56286e-12	7.23415e-15
64	-7.57387e-12	-7.56303e-12	7.12316e-15
65	-7.5792e-12	-7.56328e-12	7.01792e-15
66	-7.47678e-12	-7.56197e-12	7.0329e-15
67	-7.57935e-12	-7.56223e-12	6.93271e-15
68	-7.5792e-12	-7.56247e-12	6.83525e-15
69	-7.57912e-12	-7.56272e-12	6.74045e-15
70	-7.53387e-12	-7.5623e-12	6.65674e-15
71	-7.57836e-12	-7.56253e-12	6.56682e-15
72	-7.54152e-12	-7.56224e-12	6.4821e-15
73	-7.57912e-12	-7.56247e-12	6.39743e-15
74	-7.57897e-12	-7.56269e-12	6.31486e-15
75	-7.5792e-12	-7.56291e-12	6.2345e-15
76	-7.48115e-12	-7.56184e-12	6.24461e-15
77	-7.57897e-12	-7.56206e-12	6.16747e-15
78	-7.57912e-12	-7.56228e-12	6.09228e-15
79	-7.5789e-12	-7.56249e-12	6.01879e-15
80	-7.57859e-12	-7.56269e-12	5.94692e-15
81	-7.57912e-12	-7.56289e-12	5.87696e-15
82	-7.57912e-12	-7.56309e-12	5.80862e-15
83	-7.57912e-12	-7.56328e-12	5.74185e-15
84	-7.57874e-12	-7.56347e-12	5.67644e-15
85	-7.5792e-12	-7.56365e-12	5.61268e-15
86	-7.57897e-12	-7.56383e-12	5.55024e-15
87	-7.30339e-12	-7.56084e-12	6.24176e-15
88	-7.5792e-12	-7.56105e-12	6.17432e-15
89	-7.57912e-12	-7.56125e-12	6.10828e-15
90	-7.57882e-12	-7.56144e-12	6.04353e-15
91	-7.57848e-12	-7.56163e-12	5.98002e-15
92	-7.57912e-12	-7.56182e-12	5.91804e-15
93	-7.5792e-12	-7.56201e-12	5.85735e-15
94	-7.57768e-12	-7.56218e-12	5.79742e-15
95	-7.57912e-12	-7.56235e-12	5.73913e-15
96	-7.57897e-12	-7.56253e-12	5.68196e-15
97	-7.57912e-12	-7.5627e-12	5.62596e-15
98	-7.57852e-12	-7.56286e-12	5.57087e-15
99	-7.57912e-12	-7.56302e-12	5.51702e-15
100	-7.57912e-12	-7.56318e-12	5.46419e-15
