#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.45587	-5.45587	0
2	-5.48078	-5.46833	0.00880761
3	-5.4566	-5.46442	0.00668314
4	-5.46753	-5.46519	0.00505738
5	-5.45823	-5.4638	0.00423328
6	-5.45517	-5.46236	0.00376413
7	-5.46201	-5.46231	0.00322674
8	-5.47534	-5.46394	0.00320801
9	-5.4575	-5.46323	0.00293021
10	-5.46443	-5.46335	0.00263965
11	-5.46217	-5.46324	0.00240184
12	-5.46755	-5.4636	0.00222842
13	-5.45965	-5.4633	0.00207761
14	-5.45995	-5.46306	0.00194294
15	-5.46812	-5.46339	0.00184255
16	-5.45925	-5.46313	0.0017455
17	-5.4732	-5.46373	0.00174033
18	-5.45841	-5.46343	0.00166852
19	-5.47754	-5.46417	0.0017382
20	-5.463	-5.46412	0.00165228
21	-5.45752	-5.4638	0.00160319
22	-5.45902	-5.46358	0.00154497
23	-5.46468	-5.46363	0.00147853
24	-5.47269	-5.46401	0.00146427
25	-5.47036	-5.46426	0.00142755
26	-5.46458	-5.46427	0.00137269
27	-5.47616	-5.46472	0.00139063
28	-5.45186	-5.46426	0.0014147
29	-5.46461	-5.46427	0.00136597
30	-5.47652	-5.46468	0.00138014
31	-5.46175	-5.46458	0.00133883
32	-5.4531	-5.46422	0.00134422
33	-5.45861	-5.46405	0.00131421
34	-5.47174	-5.46428	0.00129487
35	-5.46883	-5.46441	0.00126438
36	-5.46859	-5.46453	0.00123457
37	-5.46729	-5.4646	0.00120346
38	-5.47285	-5.46482	0.0011912
39	-5.47153	-5.46499	0.00117303
40	-5.46942	-5.4651	0.00114893
41	-5.46852	-5.46518	0.00112393
42	-5.46554	-5.46519	0.0010972
43	-5.45561	-5.46497	0.00109409
44	-5.44822	-5.46459	0.00113349
45	-5.47165	-5.46475	0.00111912
46	-5.45718	-5.46458	0.00110682
47	-5.47109	-5.46472	0.0010919
48	-5.48235	-5.46509	0.00112926
49	-5.47182	-5.46522	0.00111454
50	-5.45049	-5.46493	0.00113055
51	-5.4649	-5.46493	0.00110838
52	-5.4705	-5.46504	0.00109223
53	-5.4496	-5.46474	0.00110976
54	-5.47803	-5.46499	0.00111616
55	-5.47099	-5.4651	0.00110118
56	-5.4571	-5.46496	0.00109075
57	-5.4734	-5.46511	0.00108162
58	-5.47732	-5.46532	0.00108329
59	-5.46286	-5.46527	0.00106573
60	-5.46452	-5.46526	0.00104804
61	-5.465	-5.46526	0.00103087
62	-5.45989	-5.46517	0.00101787
63	-5.46845	-5.46522	0.00100304
64	-5.47851	-5.46543	0.00100862
65	-5.46936	-5.46549	0.000994912
66	-5.4618	-5.46543	0.000981406
67	-5.46387	-5.46541	0.000967036
68	-5.47169	-5.4655	0.000957218
69	-5.45791	-5.46539	0.000949646
70	-5.47464	-5.46553	0.000945216
71	-5.46386	-5.4655	0.000932194
72	-5.47917	-5.46569	0.000938375
73	-5.45903	-5.4656	0.000929949
74	-5.469	-5.46565	0.000918515
75	-5.46753	-5.46567	0.000906612
76	-5.46692	-5.46569	0.000894832
77	-5.468	-5.46572	0.000883715
78	-5.46578	-5.46572	0.000872385
79	-5.46486	-5.46571	0.00086141
80	-5.46731	-5.46573	0.000850876
81	-5.4725	-5.46581	0.000844464
82	-5.45319	-5.46566	0.000848087
83	-5.45417	-5.46552	0.000849088
84	-5.45681	-5.46542	0.000845285
85	-5.46881	-5.46546	0.000836281
86	-5.47503	-5.46557	0.000833934
87	-5.47458	-5.46567	0.000830753
88	-5.46985	-5.46572	0.000822667
89	-5.46004	-5.46565	0.000815897
90	-5.47123	-5.46572	0.000809184
91	-5.46509	-5.46571	0.000800321
92	-5.46624	-5.46572	0.000791643
93	-5.46613	-5.46572	0.000783143
94	-5.46266	-5.46569	0.000775489
95	-5.46526	-5.46568	0.000767339
96	-5.45837	-5.46561	0.000763114
97	-5.47043	-5.46566	0.000756866
98	-5.45503	-5.46555	0.000756871
99	-5.45592	-5.46545	0.000755442
100	-5.46053	-5.4654	0.000749488
