#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.80587	-3.80587	0
2	-3.83078	-3.81833	0.00880761
3	-3.8066	-3.81442	0.00668314
4	-3.81753	-3.81519	0.00505738
5	-3.80823	-3.8138	0.00423328
6	-3.80517	-3.81236	0.00376413
7	-3.81201	-3.81231	0.00322674
8	-3.82534	-3.81394	0.00320801
9	-3.8075	-3.81323	0.00293021
10	-3.81443	-3.81335	0.00263965
11	-3.81217	-3.81324	0.00240184
12	-3.81755	-3.8136	0.00222842
13	-3.80965	-3.8133	0.00207761
14	-3.80995	-3.81306	0.00194294
15	-3.81812	-3.81339	0.00184255
16	-3.80925	-3.81313	0.0017455
17	-3.8232	-3.81373	0.00174033
18	-3.80841	-3.81343	0.00166852
19	-3.82754	-3.81417	0.0017382
20	-3.813	-3.81412	0.00165228
21	-3.80752	-3.8138	0.00160319
22	-3.80902	-3.81358	0.00154497
23	-3.81468	-3.81363	0.00147853
24	-3.82269	-3.81401	0.00146427
25	-3.82036	-3.81426	0.00142755
26	-3.81458	-3.81427	0.00137269
27	-3.82616	-3.81472	0.00139063
28	-3.80186	-3.81426	0.0014147
29	-3.81461	-3.81427	0.00136597
30	-3.82652	-3.81468	0.00138014
31	-3.81175	-3.81458	0.00133883
32	-3.8031	-3.81422	0.00134422
33	-3.80861	-3.81405	0.00131421
34	-3.82174	-3.81428	0.00129487
35	-3.81883	-3.81441	0.00126438
36	-3.81859	-3.81453	0.00123457
37	-3.81729	-3.8146	0.00120346
38	-3.82285	-3.81482	0.0011912
39	-3.82153	-3.81499	0.00117303
40	-3.81942	-3.8151	0.00114893
41	-3.81852	-3.81518	0.00112393
42	-3.81554	-3.81519	0.0010972
43	-3.80561	-3.81497	0.00109409
44	-3.79822	-3.81459	0.00113349
45	-3.82165	-3.81475	0.00111912
46	-3.80718	-3.81458	0.00110682
47	-3.82109	-3.81472	0.0010919
48	-3.83235	-3.81509	0.00112926
49	-3.82182	-3.81522	0.00111454
50	-3.80049	-3.81493	0.00113055
51	-3.8149	-3.81493	0.00110838
52	-3.8205	-3.81504	0.00109223
53	-3.7996	-3.81474	0.00110976
54	-3.82803	-3.81499	0.00111616
55	-3.82099	-3.8151	0.00110118
56	-3.8071	-3.81496	0.00109075
57	-3.8234	-3.81511	0.00108162
58	-3.82732	-3.81532	0.00108329
59	-3.81286	-3.81527	0.00106573
60	-3.81452	-3.81526	0.00104804
61	-3.815	-3.81526	0.00103087
62	-3.80989	-3.81517	0.00101787
63	-3.81845	-3.81522	0.00100304
64	-3.82851	-3.81543	0.00100862
65	-3.81936	-3.81549	0.000994912
66	-3.8118	-3.81543	0.000981406
67	-3.81387	-3.81541	0.000967036
68	-3.82169	-3.8155	0.000957218
69	-3.80791	-3.81539	0.000949646
70	-3.82464	-3.81553	0.000945216
71	-3.81386	-3.8155	0.000932194
72	-3.82917	-3.81569	0.000938375
73	-3.80903	-3.8156	0.000929949
74	-3.819	-3.81565	0.000918515
75	-3.81753	-3.81567	0.000906612
76	-3.81692	-3.81569	0.000894832
77	-3.818	-3.81572	0.000883715
78	-3.81578	-3.81572	0.000872385
79	-3.81486	-3.81571	0.00086141
80	-3.81731	-3.81573	0.000850876
81	-3.8225	-3.81581	0.000844464
82	-3.80319	-3.81566	0.000848087
83	-3.80417	-3.81552	0.000849088
84	-3.80681	-3.81542	0.000845285
85	-3.81881	-3.81546	0.000836281
86	-3.82503	-3.81557	0.000833934
87	-3.82458	-3.81567	0.000830753
88	-3.81985	-3.81572	0.000822667
89	-3.81004	-3.81565	0.000815897
90	-3.82123	-3.81572	0.000809184
91	-3.81509	-3.81571	0.000800321
92	-3.81624	-3.81572	0.000791643
93	-3.81613	-3.81572	0.000783143
94	-3.81266	-3.81569	0.000775489
95	-3.81526	-3.81568	0.000767339
96	-3.80837	-3.81561	0.000763114
97	-3.82043	-3.81566	0.000756866
98	-3.80503	-3.81555	0.000756871
99	-3.80592	-3.81545	0.000755442
100	-3.81053	-3.8154	0.000749488
