#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-0.321008	-0.321008	0
2	-0.320956	-0.320982	1.83848e-05
3	-0.320476	-0.320813	0.00013826
4	-0.322124	-0.321141	0.00030212
5	-0.319656	-0.320844	0.000359144
6	-0.32154	-0.32096	0.000317468
7	-0.324204	-0.321423	0.000508067
8	-0.32172	-0.32146	0.000445909
9	-0.321636	-0.32148	0.00039679
10	-0.320228	-0.321355	0.000376345
11	-0.321796	-0.321395	0.000344262
12	-0.322288	-0.321469	0.000323519
13	-0.320812	-0.321419	0.000302558
14	-0.321224	-0.321405	0.000281267
15	-0.322048	-0.321448	0.000265763
16	-0.321352	-0.321442	0.000249221
17	-0.320336	-0.321377	0.0002429
18	-0.32276	-0.321454	0.000241257
19	-0.321488	-0.321455	0.000228566
20	-0.321428	-0.321454	0.000217142
21	-0.321596	-0.321461	0.000206907
22	-0.321488	-0.321462	0.000197506
23	-0.322856	-0.321523	0.000198
24	-0.321	-0.321501	0.000190943
25	-0.320284	-0.321452	0.000189408
26	-0.320656	-0.321422	0.000184581
27	-0.321692	-0.321432	0.000178017
28	-0.320512	-0.321399	0.000174662
29	-0.32038	-0.321364	0.000172135
30	-0.318692	-0.321275	0.000188027
31	-0.321724	-0.321289	0.00018252
32	-0.320512	-0.321265	0.000178424
33	-0.321124	-0.32126	0.000173068
34	-0.321292	-0.321261	0.000167981
35	-0.319764	-0.321219	0.000168541
36	-0.320424	-0.321197	0.000165299
37	-0.320344	-0.321174	0.000162429
38	-0.322908	-0.321219	0.000164443
39	-0.3214	-0.321224	0.000160292
40	-0.320952	-0.321217	0.000156429
41	-0.32194	-0.321235	0.000153604
42	-0.32182	-0.321249	0.000150578
43	-0.322376	-0.321275	0.000149341
44	-0.3239	-0.321334	0.000157415
45	-0.32052	-0.321316	0.000154954
46	-0.321616	-0.321323	0.000151722
47	-0.322008	-0.321337	0.000149192
48	-0.320364	-0.321317	0.000147456
49	-0.320768	-0.321306	0.000144872
50	-0.32104	-0.321301	0.000142072
51	-0.320516	-0.321285	0.000140117
52	-0.322192	-0.321303	0.000138503
53	-0.321084	-0.321299	0.000135952
54	-0.3224	-0.321319	0.000134955
55	-0.322672	-0.321344	0.000134725
56	-0.32206	-0.321356	0.000132925
57	-0.32134	-0.321356	0.000130594
58	-0.32098	-0.32135	0.000128503
59	-0.32128	-0.321348	0.00012633
60	-0.32272	-0.321371	0.000126276
61	-0.320828	-0.321362	0.00012452
62	-0.32178	-0.321369	0.000122693
63	-0.322328	-0.321384	0.000121686
64	-0.320632	-0.321373	0.000120351
65	-0.320444	-0.321358	0.000119345
66	-0.32274	-0.321379	0.000119359
67	-0.3219	-0.321387	0.00011783
68	-0.318812	-0.321349	0.00012203
69	-0.321936	-0.321358	0.000120558
70	-0.319916	-0.321337	0.000120582
71	-0.321932	-0.321345	0.000119174
72	-0.32156	-0.321348	0.000117556
73	-0.32424	-0.321388	0.000122438
74	-0.322768	-0.321407	0.000122195
75	-0.320412	-0.321393	0.000121283
76	-0.321244	-0.321391	0.000119704
77	-0.320196	-0.321376	0.000119151
78	-0.319384	-0.32135	0.000120329
79	-0.321684	-0.321355	0.00011888
80	-0.32156	-0.321357	0.000117422
81	-0.31982	-0.321338	0.000117496
82	-0.321	-0.321334	0.000116135
83	-0.322872	-0.321353	0.000116205
84	-0.321348	-0.321353	0.000114822
85	-0.321684	-0.321356	0.000113537
86	-0.32138	-0.321357	0.000112217
87	-0.321616	-0.32136	0.000110967
88	-0.323076	-0.321379	0.000111407
89	-0.320844	-0.321373	0.000110317
90	-0.32094	-0.321368	0.000109196
91	-0.322148	-0.321377	0.000108332
92	-0.321292	-0.321376	0.000107158
93	-0.323196	-0.321396	0.000107778
94	-0.320668	-0.321388	0.000106909
95	-0.320688	-0.32138	0.000106037
96	-0.319484	-0.321361	0.000106757
97	-0.321336	-0.32136	0.000105657
98	-0.321788	-0.321365	0.000104669
99	-0.322672	-0.321378	0.000104441
100	-0.32056	-0.32137	0.000103716
