Blocchi	Price	Error
327	15.0791	0.111792
328	15.092	0.112204
329	15.0926	0.111864
330	15.0848	0.111796
331	15.0845	0.111458
332	15.0839	0.111123
333	15.0796	0.110872
334	15.0842	0.110635
335	15.0944	0.110775
336	15.0958	0.110453
337	15.0946	0.110132
338	15.0864	0.110112
339	15.0963	0.110238
340	15.095	0.109921
341	15.0977	0.10963
342	15.096	0.109322
343	15.1046	0.109342
344	15.1037	0.109027
345	15.1088	0.108831
346	15.1156	0.108727
347	15.1082	0.108667
348	15.1042	0.108426
349	15.1106	0.108304
350	15.1135	0.108034
351	15.1009	0.108469
352	15.096	0.108268
353	15.1174	0.110057
354	15.1148	0.109778
355	15.1141	0.109471
356	15.1112	0.109201
357	15.1086	0.108925
358	15.1063	0.108645
359	15.1094	0.108384
360	15.1032	0.10826
361	15.0987	0.108053
362	15.0938	0.107864
363	15.0944	0.107568
364	15.0963	0.107289
365	15.0892	0.107229
366	15.094	0.107044
367	15.0891	0.106864
368	15.0905	0.106583
369	15.0882	0.106319
370	15.0907	0.10606
371	15.0847	0.105941
372	15.0856	0.10566
373	15.0752	0.105888
374	15.0817	0.105807
375	15.0784	0.105578
376	15.0839	0.10544
377	15.0887	0.105272
378	15.105	0.10625
379	15.101	0.106045
380	15.0942	0.105983
381	15.0905	0.105769
382	15.0894	0.105498
383	15.0898	0.105223
384	15.0918	0.104968
385	15.1002	0.105028
386	15.1028	0.104789
387	15.1008	0.104537
388	15.0966	0.104351
389	15.1016	0.1042
390	15.1051	0.103992
391	15.0988	0.10392
392	15.0926	0.103839
393	15.0964	0.103647
394	15.0922	0.103471
395	15.0927	0.10321
396	15.0857	0.103189
397	15.0782	0.1032
398	15.0801	0.102958
399	15.0879	0.102999
400	15.086	0.102759
401	15.085	0.102507
402	15.0824	0.102285
403	15.0797	0.102067
404	15.0755	0.101899
405	15.0764	0.101651
406	15.0736	0.101438
407	15.072	0.101202
408	15.0683	0.101022
409	15.0696	0.100784
410	15.0692	0.100539
411	15.065	0.100383
412	15.0602	0.100253
413	15.057	0.100062
414	15.0555	0.0998315
415	15.0509	0.0996988
416	15.048	0.0995011
417	15.0408	0.0995225
418	15.0441	0.0993406
419	15.0451	0.0991082
420	15.0448	0.0988724
421	15.0378	0.098883
422	15.0384	0.09865
423	15.0467	0.0987657
424	15.0444	0.0985593
425	15.052	0.0986179
426	15.0614	0.0988352
427	15.0655	0.0986878
428	15.0702	0.0985726
429	15.0652	0.0984713
430	15.0704	0.0983805
431	15.0693	0.0981582
432	15.0694	0.0979308
433	15.0685	0.097709
434	15.0779	0.0979385
435	15.0773	0.097715
436	15.0765	0.0974937
437	15.0778	0.097279
438	15.0798	0.0970773
439	15.0848	0.0969844
440	15.0751	0.097254
441	15.074	0.0970392
442	15.0739	0.0968194
443	15.07	0.0966784
444	15.0747	0.0965754
445	15.074	0.0963607
446	15.0722	0.0961615
447	15.0711	0.0959527
448	15.0644	0.095973
449	15.0624	0.0957791
450	15.0633	0.0955697
451	15.0647	0.0953687
452	15.072	0.0954375
453	15.0714	0.0952285
454	15.0736	0.0950426
455	15.0729	0.0948357
456	15.0724	0.0946289
457	15.0682	0.094513
458	15.0698	0.0943191
459	15.0783	0.0944968
460	15.0786	0.0942915
461	15.0886	0.09462
462	15.0832	0.0945717
463	15.0824	0.0943704
464	15.0825	0.0941669
465	15.091	0.0943493
466	15.0862	0.0942716
467	15.088	0.0940869
468	15.0858	0.093911
469	15.0829	0.0937564
470	15.0832	0.0935573
471	15.0833	0.0933585
472	15.0849	0.0931744
473	15.0887	0.0930531
474	15.0905	0.0928747
475	15.0881	0.0927092
476	15.0815	0.0927475
477	15.0746	0.092812
478	15.0772	0.0926548
479	15.082	0.0925843
480	15.0783	0.0924651
481	15.0824	0.0923618
482	15.0858	0.0922332
483	15.0856	0.0920422
484	15.0839	0.0918688
485	15.084	0.0916794
486	15.0852	0.0914977
487	15.0799	0.0914631
488	15.0815	0.0912897
489	15.0796	0.0911237
490	15.0865	0.0911988
491	15.0921	0.0911911
492	15.0936	0.0910177
493	15.097	0.0908939
494	15.0914	0.090878
495	15.0887	0.090737
496	15.0892	0.0905554
497	15.0914	0.0904013
498	15.0907	0.0902228
499	15.0884	0.0900708
500	15.0925	0.0899828
501	15.0869	0.0899745
502	15.0795	0.0901022
503	15.0809	0.0899335
504	15.0753	0.0899248
505	15.0677	0.0900751
506	15.0718	0.0899919
507	15.0705	0.0898235
508	15.0747	0.0897457
509	15.0765	0.0895873
510	15.0747	0.0894289
511	15.0774	0.0892925
512	15.0759	0.0891294
513	15.0761	0.0889557
514	15.075	0.08879
515	15.0757	0.0886205
516	15.0713	0.0885597
517	15.0728	0.0884012
518	15.0721	0.088233
519	15.0662	0.0882572
520	15.0689	0.0881276
521	15.0668	0.0879827
522	15.0723	0.087984
523	15.0717	0.0878178
524	15.0634	0.08804
525	15.0671	0.0879519
526	15.0671	0.0877845
527	15.0584	0.0880553
528	15.0601	0.0879053
529	15.052	0.0881098
530	15.0478	0.0880449
531	15.0483	0.0878804
532	15.0441	0.0878153
533	15.0461	0.0876735
534	15.0452	0.0875145
535	15.0423	0.087397
536	15.0469	0.0873522
537	15.049	0.0872153
538	15.0457	0.087114
539	15.0428	0.0870018
540	15.0418	0.086846
541	15.0423	0.0866869
542	15.0453	0.0865782
543	15.037	0.0868153
544	15.0412	0.0867552
545	15.0463	0.0867491
546	15.0442	0.0866168
547	15.044	0.0864585
548	15.0425	0.0863134
549	15.0383	0.0862587
550	15.0366	0.086118
551	15.0389	0.0859909
552	15.0421	0.0858935
553	15.0398	0.0857683
554	15.0386	0.0856216
555	15.0395	0.0854721
556	15.0404	0.0853225
557	15.0434	0.0852235
558	15.0457	0.085101
559	15.0448	0.0849534
560	15.0394	0.0849738
561	15.0356	0.084906
562	15.0341	0.0847679
563	15.0404	0.0848489
564	15.041	0.084701
565	15.0419	0.084555
566	15.0469	0.0845549
567	15.0499	0.0844587
568	15.0547	0.0844458
569	15.0611	0.0845421
570	15.0615	0.0843945
571	15.0519	0.0847885
572	15.0535	0.0846549
573	15.0564	0.084558
574	15.0516	0.0845492
575	15.0478	0.0844892
576	15.0448	0.0843933
577	15.045	0.084247
578	15.0429	0.084126
579	15.0418	0.0839875
580	15.0438	0.0838651
581	15.0501	0.0839562
582	15.0466	0.0838834
583	15.0486	0.0837645
584	15.0438	0.0837628
585	15.0445	0.083623
586	15.0455	0.0834857
587	15.0512	0.0835391
588	15.0511	0.0833969
589	15.0542	0.0833124
590	15.0497	0.0832915
591	15.0439	0.0833561
592	15.0468	0.0832669
593	15.0457	0.0831342
594	15.0464	0.082997
595	15.0388	0.0832021
596	15.0353	0.0831373
597	15.0289	0.0832405
598	15.0271	0.0831214
599	15.0255	0.0829967
600	15.0176	0.0832428
601	15.0203	0.0831492
602	15.0201	0.0830112
603	15.0214	0.0828848
604	15.0185	0.0827982
605	15.0182	0.0826618
606	15.0197	0.0825377
607	15.0142	0.0825802
608	15.0091	0.0826047
609	15.0068	0.0825012
610	15.0036	0.0824289
611	15.0075	0.0823874
612	15.0094	0.082274
613	15.0095	0.0821398
614	15.0066	0.0820564
615	15.0047	0.0819462
616	15.0018	0.081865
617	15	0.0817507
618	15.0005	0.0816196
619	15.0065	0.0817083
620	15.0049	0.0815917
621	15.0003	0.081589
622	14.9964	0.0815498
623	14.9976	0.0814268
624	14.9948	0.081343
625	14.9983	0.0812873
626	15.0001	0.0811771
627	14.9972	0.0810983
628	15.0031	0.0811857
629	15.0028	0.0810573
630	15.0041	0.0809399
631	15.0014	0.0808565
632	15.0015	0.0807285
633	15.0077	0.0808411
634	15.0111	0.0807836
635	15.0098	0.0806656
636	15.0063	0.080614
637	15.0044	0.0805113
638	15.0045	0.0803851
639	15.0087	0.0803708
640	15.0103	0.0802609
641	15.0064	0.0802285
642	15.006	0.0801043
643	15.0042	0.0800014
644	15.0054	0.0798859
645	15.0019	0.0798362
646	15.0016	0.0797131
647	15.0006	0.0795959
648	14.9996	0.0794798
649	14.9984	0.079367
650	15.0006	0.0792779
651	14.9989	0.079176
652	14.9961	0.0791027
653	14.999	0.0790331
654	15.0005	0.0789281
655	15.0053	0.0789531
656	15.0058	0.0788339
657	15.0104	0.0788494
658	15.0089	0.0787433
659	15.0077	0.0786325
660	15.0024	0.0786973
661	15.0019	0.0785798
662	15.0016	0.0784615
663	15.0036	0.0783682
664	15.0052	0.0782677
665	15.0042	0.0781566
666	15.0091	0.0781915
667	15.0116	0.078114
668	15.011	0.0779992
669	15.0157	0.0780222
670	15.0201	0.0780302
671	15.0164	0.0780006
672	15.0123	0.0779901
673	15.0127	0.0778748
674	15.0138	0.0777677
675	15.0097	0.0777642
676	15.0118	0.0776775
677	15.0096	0.0775915
678	15.0114	0.0774962
679	15.0093	0.0774105
680	15.0078	0.0773097
681	15.0085	0.0771991
682	15.0088	0.0770865
683	15.0025	0.0772343
684	15.0028	0.077122
685	15.0001	0.0770569
686	15.0003	0.0769446
687	14.9983	0.0768592
688	14.9987	0.0767486
689	15.0002	0.0766523
690	15.0031	0.0765964
691	15.002	0.0764939
692	14.9996	0.0764207
693	14.9989	0.076314
694	15.0014	0.0762478
695	14.9979	0.0762208
696	14.9937	0.0762266
697	14.9944	0.0761207
698	14.994	0.0760126
699	14.994	0.0759038
700	14.9955	0.0758087
701	14.9935	0.0757262
702	14.9928	0.0756217
703	14.9881	0.0756606
704	14.9866	0.0755671
705	14.983	0.0755473
706	14.9807	0.0754744
707	14.9766	0.0754774
708	14.9773	0.0753741
709	14.9779	0.0752696
710	14.9757	0.0751961
711	14.9809	0.0752705
712	14.9805	0.0751655
713	14.9822	0.0750792
714	14.9839	0.0749938
715	14.9838	0.074889
716	14.9833	0.0747858
717	14.9798	0.0747678
718	14.9773	0.074704
719	14.981	0.0746914
720	14.9825	0.0746036
721	14.9834	0.0745048
722	14.9841	0.0744046
723	14.9842	0.0743017
724	14.9919	0.0745986
725	14.9902	0.0745138
726	14.9926	0.0744503
727	14.9914	0.0743579
728	14.9992	0.0746586
729	14.9998	0.0745589
730	15.0001	0.0744573
731	15.0045	0.0744879
732	15.0026	0.0744119
733	15.0024	0.0743106
734	15.0044	0.0742374
735	15.0024	0.0741627
736	14.9995	0.0741218
737	14.9974	0.0740493
738	14.9988	0.073962
739	14.997	0.0738849
740	14.9977	0.0737892
741	15.0018	0.0738002
742	14.9995	0.0737372
743	15.0023	0.073694
744	14.9979	0.0737272
745	15.0024	0.073765
746	15.0027	0.0736667
747	14.9979	0.0737227
748	15.0005	0.0736681
749	15.0013	0.0735744
750	15.0033	0.0735016
751	15.0039	0.0734061
752	15.0026	0.07332
753	15.0045	0.0732471
754	15.007	0.0731944
755	15.0043	0.0731477
756	15.0066	0.0730858
757	15.0061	0.0729909
758	15.0019	0.0730109
759	15.0028	0.0729198
760	15.0033	0.0728257
761	15.0031	0.0727303
762	15.0051	0.072662
763	15.0066	0.0725817
764	15.0059	0.0724899
765	15.0029	0.0724571
766	15.0029	0.0723624
767	15.0052	0.0723038
768	15.0029	0.072245
769	15.0034	0.0721527
770	15.006	0.0721057
771	15.0052	0.0720168
772	15.0017	0.0720062
773	15.0022	0.0719143
774	15.0007	0.0718368
775	14.9999	0.0717477
776	14.9973	0.071705
777	14.9982	0.0716189
778	15.0031	0.0716965
779	14.9997	0.0716849
780	14.9992	0.0715952
781	14.9987	0.0715052
782	14.9999	0.0714236
783	15.001	0.0713418
784	14.9994	0.0712688
785	14.997	0.0712198
786	14.996	0.0711355
787	14.9957	0.0710457
788	14.9936	0.0709876
789	14.9975	0.0710055
790	14.9967	0.0709201
791	14.9965	0.0708308
792	14.995	0.0707568
793	14.9913	0.0707639
794	14.9931	0.0706986
795	14.9908	0.0706483
796	14.9925	0.0705805
797	14.9967	0.0706176
798	14.9993	0.0705766
799	15.0016	0.0705251
800	15.0042	0.0704836
801	15.0029	0.0704076
802	15.002	0.0703244
803	15.007	0.0704097
804	15.0027	0.0704521
805	15.0049	0.0703996
806	15.0035	0.0703258
807	15.0002	0.0703177
808	15.0041	0.0703371
809	15.0034	0.0702533
810	15.0098	0.0704582
811	15.0139	0.07049
812	15.0171	0.0704776
813	15.0167	0.0703925
814	15.0192	0.0703503
815	15.0183	0.0702695
816	15.016	0.0702195
817	15.0144	0.0701517
818	15.0181	0.0701607
819	15.0172	0.0700807
820	15.0214	0.0701245
821	15.0218	0.0700397
822	15.0183	0.070039
823	15.0157	0.0700019
824	15.0144	0.0699293
825	15.012	0.0698874
826	15.0076	0.0699392
827	15.0046	0.069919
828	15.0037	0.0698404
829	15.0054	0.0697779
830	15.0075	0.0697248
831	15.0078	0.0696414
832	15.007	0.0695623
833	15.0082	0.069489
834	15.0063	0.0694293
835	15.0054	0.069352
836	15.0065	0.0692775
837	15.0034	0.0692657
838	15.0053	0.0692087
839	15.0063	0.0691332
840	15.0058	0.0690528
841	15.0043	0.0689856
842	15.0072	0.068965
843	15.0056	0.0689028
844	15.003	0.06887
845	15.0023	0.0687922
846	15.001	0.068723
847	15.0008	0.068642
848	15.0043	0.0686503
849	15.0073	0.0686359
850	15.0122	0.0687258
851	15.0129	0.068649
852	15.0114	0.0685847
853	15.0135	0.0685356
854	15.0136	0.0684554
855	15.0146	0.0683818
856	15.0132	0.0683152
857	15.0118	0.0682505
858	15.0161	0.0683073
859	15.0206	0.0683782
860	15.0194	0.0683101
861	15.0141	0.0684372
862	15.0117	0.0683968
863	15.0111	0.0683208
864	15.0099	0.0682518
865	15.0111	0.0681839
866	15.0112	0.0681052
867	15.0087	0.0680731
868	15.013	0.0681312
869	15.0125	0.0680544
870	15.0118	0.0679803
871	15.0151	0.0679832
872	15.0161	0.0679124
873	15.0124	0.0679358
874	15.0131	0.0678618
875	15.01	0.0678526
876	15.0121	0.0678048
877	15.0103	0.0677494
878	15.01	0.0676731
879	15.0106	0.0675987
880	15.0138	0.0675994
881	15.021	0.0679019
882	15.0221	0.0678337
883	15.023	0.0677628
884	15.023	0.0676861
885	15.0203	0.067664
886	15.0216	0.0676001
887	15.0199	0.067545
888	15.0198	0.0674691
889	15.0244	0.0675512
890	15.027	0.067523
891	15.0249	0.0674783
892	15.0247	0.0674029
893	15.0237	0.0673345
894	15.0243	0.0672614
895	15.0217	0.067236
896	15.0234	0.0671818
897	15.0214	0.0671353
898	15.0223	0.0670666
899	15.0246	0.0670309
900	15.022	0.0670065
901	15.019	0.067
902	15.0217	0.0669817
903	15.0231	0.0669221
904	15.0216	0.0668648
905	15.0183	0.0668755
906	15.0146	0.0669029
907	15.014	0.0668316
908	15.0123	0.0667794
909	15.0133	0.0667138
910	15.0146	0.0666527
911	15.0158	0.0665902
912	15.0179	0.0665489
913	15.0186	0.0664804
914	15.0192	0.0664101
915	15.0198	0.0663401
916	15.0178	0.0662964
917	15.019	0.066234
918	15.0197	0.0661658
919	15.0223	0.0661439
920	15.0213	0.0660791
921	15.0218	0.0660088
922	15.0225	0.0659416
923	15.0239	0.0658851
924	15.0245	0.0658164
925	15.0204	0.065875
926	15.0223	0.065832
927	15.0265	0.0658941
928	15.0268	0.065824
929	15.0317	0.0659317
930	15.0284	0.0659447
931	15.0315	0.0659481
932	15.0376	0.0661631
933	15.0369	0.0660964
934	15.0369	0.0660256
935	15.0317	0.0661606
936	15.0337	0.0661199
937	15.0378	0.0661777
938	15.0402	0.0661503
939	15.0366	0.0661794
940	15.0312	0.0663264
941	15.0303	0.0662623
942	15.0328	0.0662398
943	15.0329	0.0661696
944	15.0334	0.0661014
945	15.0317	0.0660523
946	15.0343	0.066032
947	15.0332	0.0659717
948	15.0314	0.0659263
949	15.0289	0.0659034
950	15.0303	0.0658492
951	15.0322	0.0658059
952	15.0324	0.065737
953	15.0347	0.0657087
954	15.0352	0.0656423
955	15.038	0.0656297
956	15.0356	0.0656027
957	15.0349	0.0655377
958	15.037	0.0655025
959	15.0373	0.0654348
960	15.0366	0.0653702
961	15.0361	0.0653045
962	15.0408	0.0654043
963	15.0416	0.0653414
964	15.0418	0.0652741
965	15.0407	0.0652162
966	15.0383	0.0651924
967	15.0383	0.0651249
968	15.0348	0.0651518
969	15.0355	0.065088
970	15.035	0.0650227
971	15.0313	0.0650587
972	15.0312	0.0649919
973	15.0316	0.0649268
974	15.0341	0.0649081
975	15.0332	0.0648481
976	15.0309	0.0648224
977	15.0292	0.064778
978	15.0285	0.0647163
979	15.0274	0.0646583
980	15.0269	0.0645947
981	15.0294	0.0645802
982	15.0285	0.0645218
983	15.0281	0.0644572
984	15.0279	0.064392
985	15.0285	0.0643291
986	15.0285	0.0642639
987	15.0291	0.064201
988	15.033	0.0642526
989	15.0335	0.06419
990	15.0293	0.0642658
991	15.027	0.0642422
992	15.0271	0.0641776
993	15.0294	0.0641514
994	15.027	0.0641311
995	15.0246	0.0641099
996	15.0265	0.0640741
997	15.0288	0.0640518
998	15.031	0.0640242
999	15.0331	0.063995
1000	15.0345	0.0639464
