Blocchi	Price	Error
141	5.37901	0.0784297
142	5.39066	0.0787417
143	5.39205	0.0782016
144	5.3932	0.077665
145	5.40852	0.0786344
146	5.42118	0.0791144
147	5.41265	0.0790363
148	5.41689	0.0786151
149	5.40506	0.078977
150	5.40055	0.0785781
151	5.40107	0.0780578
152	5.39466	0.0778071
153	5.38375	0.0780629
154	5.39679	0.0786417
155	5.39716	0.0781335
156	5.39102	0.0778733
157	5.38756	0.0774531
158	5.39379	0.0772128
159	5.39593	0.0767555
160	5.3988	0.0763283
161	5.39785	0.0758587
162	5.39114	0.0756874
163	5.38413	0.075547
164	5.39432	0.0757726
165	5.38843	0.0755418
166	5.3745	0.0763667
167	5.3748	0.0759087
168	5.37628	0.0754701
169	5.37192	0.075149
170	5.37765	0.0749249
171	5.37985	0.0745179
172	5.38016	0.074084
173	5.3742	0.0738953
174	5.37074	0.0735508
175	5.3741	0.0732064
176	5.37041	0.0728827
177	5.37585	0.0726738
178	5.38049	0.0724128
179	5.38078	0.0720077
180	5.38556	0.0717659
181	5.3817	0.0714724
182	5.37568	0.0713329
183	5.38221	0.0712411
184	5.38544	0.0709268
185	5.38761	0.0705756
186	5.38613	0.0702106
187	5.38372	0.0698757
188	5.3904	0.0698236
189	5.39548	0.0696386
190	5.39673	0.0692824
191	5.39284	0.0690287
192	5.391	0.0686927
193	5.39594	0.068514
194	5.40862	0.0693298
195	5.40651	0.0690057
196	5.41141	0.068827
197	5.4105	0.0684827
198	5.4051	0.0683494
199	5.40388	0.068016
200	5.40401	0.0676752
201	5.40014	0.0674489
202	5.39342	0.0674494
203	5.38905	0.0672588
204	5.38934	0.066929
205	5.39321	0.0667138
206	5.39542	0.0664259
207	5.39301	0.066148
208	5.38557	0.0662484
209	5.38239	0.0660076
210	5.38111	0.0657049
211	5.3813	0.0653931
212	5.38458	0.0651666
213	5.38558	0.0648676
214	5.38295	0.0646174
215	5.38058	0.0643599
216	5.37906	0.0640791
217	5.37155	0.0642234
218	5.37412	0.0639796
219	5.36895	0.0638957
220	5.37474	0.063867
221	5.3742	0.0635797
222	5.36984	0.0634425
223	5.36914	0.0631612
224	5.37279	0.0629845
225	5.37004	0.0627644
226	5.372	0.0625168
227	5.36903	0.0623115
228	5.3626	0.0623702
229	5.36183	0.0621021
230	5.36091	0.0618382
231	5.36492	0.0617002
232	5.36102	0.0615573
233	5.36253	0.0613111
234	5.36825	0.0613159
235	5.36108	0.0614744
236	5.36199	0.0612201
237	5.36615	0.0611034
238	5.36982	0.0609566
239	5.36682	0.0607751
240	5.36315	0.0606323
241	5.36179	0.0603955
242	5.36227	0.0601473
243	5.37153	0.0606107
244	5.37057	0.0603693
245	5.36986	0.0601266
246	5.37006	0.0598821
247	5.36789	0.0596786
248	5.36428	0.0595473
249	5.36444	0.0593079
250	5.36774	0.0591624
251	5.36519	0.0589814
252	5.36639	0.0587591
253	5.36627	0.0585265
254	5.36246	0.0584201
255	5.36518	0.0582538
256	5.36365	0.058046
257	5.36309	0.0578224
258	5.36276	0.0575988
259	5.35556	0.0578258
260	5.35421	0.0576187
261	5.35434	0.0573977
262	5.35343	0.0571853
263	5.35065	0.0570355
264	5.35122	0.0568219
265	5.34656	0.0567982
266	5.34723	0.0565883
267	5.34593	0.056391
268	5.34241	0.0562904
269	5.33942	0.0561604
270	5.33661	0.0560222
271	5.33859	0.0558503
272	5.34154	0.0557225
273	5.34193	0.0555194
274	5.34195	0.0553164
275	5.34203	0.0551149
276	5.34295	0.0549225
277	5.34505	0.0547641
278	5.34747	0.0546204
279	5.343	0.054607
280	5.33836	0.0546093
281	5.33878	0.0544162
282	5.33792	0.0542298
283	5.34128	0.0541422
284	5.34027	0.0539606
285	5.34049	0.0537713
286	5.34253	0.0536219
287	5.33794	0.0536311
288	5.3389	0.0534532
289	5.33857	0.0532689
290	5.33672	0.0531173
291	5.33119	0.0532225
292	5.33026	0.053048
293	5.32461	0.0531676
294	5.32654	0.0530212
295	5.33416	0.0533892
296	5.33962	0.0534878
297	5.34049	0.0533145
298	5.33669	0.0532708
299	5.33741	0.0530971
300	5.34063	0.0530178
301	5.34171	0.0528525
302	5.34185	0.0526773
303	5.34032	0.0525255
304	5.33808	0.0524002
305	5.33857	0.0522303
306	5.33392	0.0522666
307	5.33186	0.0521367
308	5.32882	0.0520563
309	5.32312	0.0521989
310	5.32407	0.0520389
311	5.32734	0.0519741
312	5.32257	0.0520262
313	5.32562	0.0519494
314	5.3299	0.0519604
315	5.33325	0.0519036
316	5.3339	0.0517431
317	5.33347	0.0515815
318	5.33717	0.0515521
319	5.33843	0.0514055
320	5.33743	0.0512543
321	5.33801	0.0510976
322	5.33449	0.0510596
323	5.33689	0.0509576
324	5.33829	0.0508194
325	5.33805	0.0506633
326	5.33743	0.0505115
327	5.33812	0.0503616
328	5.34285	0.05043
329	5.34436	0.050299
330	5.34378	0.0501497
331	5.3465	0.0500721
332	5.34788	0.04994
333	5.34913	0.0498055
334	5.34677	0.0497121
335	5.34876	0.0496035
336	5.34942	0.0494601
337	5.34629	0.0494128
338	5.34452	0.0492982
339	5.34794	0.0492717
340	5.35185	0.0492816
341	5.35548	0.0492711
342	5.35726	0.0491589
343	5.36	0.0490922
344	5.36245	0.0490106
345	5.36051	0.0489069
346	5.36082	0.0487663
347	5.35961	0.0486406
348	5.3538	0.0488468
349	5.35741	0.0488402
350	5.35372	0.0488403
351	5.3528	0.0487096
352	5.3559	0.0486696
353	5.35781	0.0485694
354	5.35867	0.0484395
355	5.35991	0.0483187
356	5.36384	0.0483429
357	5.36333	0.04821
358	5.36409	0.0480811
359	5.36913	0.0482118
360	5.36618	0.0481682
361	5.367	0.0480415
362	5.3677	0.0479138
363	5.36954	0.0478171
364	5.37528	0.0480288
365	5.3757	0.0478989
366	5.3778	0.0478142
367	5.37799	0.0476841
368	5.37891	0.0475632
369	5.37984	0.0474433
370	5.38364	0.0474675
371	5.38278	0.0473472
372	5.38251	0.0472206
373	5.37797	0.0473128
374	5.37864	0.0471908
375	5.37903	0.0470665
376	5.38196	0.0470326
377	5.38472	0.046989
378	5.38502	0.0468654
379	5.38501	0.0467416
380	5.38386	0.0466325
381	5.38656	0.0465883
382	5.38611	0.0464685
383	5.39012	0.0465205
384	5.39419	0.0465773
385	5.39493	0.046462
386	5.39218	0.0464228
387	5.3924	0.0463032
388	5.39382	0.0462058
389	5.39127	0.0461574
390	5.39195	0.0460438
391	5.39056	0.045947
392	5.39529	0.0460731
393	5.39658	0.045974
394	5.39534	0.0458738
395	5.39528	0.0457576
396	5.39508	0.0456423
397	5.39836	0.0456449
398	5.39557	0.0456152
399	5.39916	0.0456422
400	5.39617	0.0456264
401	5.39864	0.0455799
402	5.39788	0.0454727
403	5.39728	0.0453637
404	5.39854	0.0452686
405	5.39822	0.0451578
406	5.40097	0.0451299
407	5.40331	0.0450797
408	5.40439	0.044982
409	5.40449	0.044872
410	5.4032	0.0447811
411	5.40353	0.0446732
412	5.40781	0.0447696
413	5.40952	0.044694
414	5.41028	0.0445924
415	5.40909	0.0445008
416	5.40662	0.0444623
417	5.40689	0.0443564
418	5.40675	0.0442503
419	5.40929	0.0442174
420	5.41455	0.0444244
421	5.4133	0.0443363
422	5.41643	0.044342
423	5.41827	0.0442752
424	5.41846	0.044171
425	5.41981	0.0440877
426	5.42266	0.0440766
427	5.42179	0.0439818
428	5.42439	0.0439555
429	5.42606	0.0438846
430	5.42299	0.0438899
431	5.4261	0.0438982
432	5.42936	0.0439182
433	5.43131	0.04386
434	5.43174	0.0437609
435	5.43021	0.0436871
436	5.43508	0.0438574
437	5.43564	0.0437606
438	5.4337	0.043704
439	5.43508	0.0436263
440	5.42934	0.0439031
441	5.42969	0.0438049
442	5.43155	0.043745
443	5.43239	0.0436544
444	5.43005	0.0436189
445	5.43145	0.0435433
446	5.42856	0.043542
447	5.42692	0.0434752
448	5.43026	0.0435066
449	5.43024	0.0434096
450	5.42993	0.0433141
451	5.43097	0.0432305
452	5.43123	0.0431355
453	5.43202	0.0430475
454	5.42877	0.0430755
455	5.42816	0.042985
456	5.42599	0.0429455
457	5.42808	0.0429021
458	5.42887	0.0428155
459	5.42741	0.0427469
460	5.42496	0.0427244
461	5.42581	0.0426401
462	5.42447	0.0425686
463	5.43084	0.0429515
464	5.43103	0.0428592
465	5.42763	0.0429015
466	5.4282	0.0428131
467	5.42896	0.0427281
468	5.42606	0.0427353
469	5.43057	0.0428812
470	5.43245	0.0428315
471	5.43289	0.0427427
472	5.43013	0.0427411
473	5.43149	0.0426721
474	5.43284	0.0426035
475	5.42974	0.0426269
476	5.43328	0.0426844
477	5.43301	0.0425958
478	5.43605	0.0426155
479	5.43481	0.0425446
480	5.43648	0.0424886
481	5.43705	0.0424041
482	5.43858	0.0423435
483	5.44102	0.0423262
484	5.44302	0.0422862
485	5.44097	0.0422487
486	5.44204	0.0421752
487	5.44336	0.0421091
488	5.44112	0.0420821
489	5.43659	0.0422396
490	5.43555	0.0421661
491	5.4373	0.0421165
492	5.43499	0.0420942
493	5.43406	0.0420191
494	5.4333	0.0419408
495	5.43173	0.0418854
496	5.43446	0.0418899
497	5.43301	0.0418306
498	5.43532	0.0418106
499	5.43359	0.0417625
500	5.43137	0.0417379
501	5.43344	0.0417059
502	5.43355	0.0416229
503	5.43426	0.0415461
504	5.43291	0.0414853
505	5.43407	0.0414191
506	5.43788	0.0415125
507	5.43542	0.0415032
508	5.43442	0.0414337
509	5.43651	0.0414052
510	5.43454	0.0413711
511	5.43469	0.0412903
512	5.43323	0.0412355
513	5.43582	0.0412359
514	5.43546	0.0411572
515	5.43593	0.0410799
516	5.43667	0.041007
517	5.43395	0.0410179
518	5.43361	0.0409401
519	5.43266	0.0408722
520	5.43241	0.0407943
521	5.43104	0.0407392
522	5.43211	0.0406751
523	5.43138	0.0406038
524	5.42864	0.0406182
525	5.43004	0.0405648
526	5.4292	0.0404963
527	5.42828	0.04043
528	5.42967	0.0403773
529	5.43036	0.0403069
530	5.42977	0.0402351
531	5.42789	0.0402035
532	5.42794	0.0401279
533	5.42927	0.0400744
534	5.42856	0.0400055
535	5.42909	0.0399341
536	5.42965	0.0398634
537	5.4297	0.0397892
538	5.43267	0.0398262
539	5.43269	0.0397523
540	5.43426	0.0397097
541	5.43222	0.0396889
542	5.43375	0.0396451
543	5.43467	0.0395829
544	5.43263	0.0395628
545	5.43057	0.0395437
546	5.43037	0.0394717
547	5.42989	0.0394025
548	5.42862	0.0393509
549	5.42696	0.0393143
550	5.43013	0.0393708
551	5.42806	0.0393537
552	5.43002	0.0393309
553	5.43098	0.0392715
554	5.43592	0.0395107
555	5.43254	0.0395841
556	5.43058	0.0395613
557	5.43133	0.0394975
558	5.43224	0.0394371
559	5.43274	0.0393696
560	5.4323	0.0393017
561	5.42879	0.0393887
562	5.42944	0.039324
563	5.43056	0.0392699
564	5.42995	0.0392049
565	5.43277	0.0392369
566	5.43074	0.0392204
567	5.43232	0.0391832
568	5.43237	0.0391142
569	5.43304	0.0390512
570	5.43326	0.0389832
571	5.4311	0.0389743
572	5.43494	0.0390946
573	5.43696	0.0390787
574	5.43779	0.0390194
575	5.43626	0.0389817
576	5.43777	0.0389433
577	5.43835	0.03888
578	5.43776	0.0388172
579	5.43562	0.038809
580	5.43522	0.038744
581	5.43472	0.0386806
582	5.43688	0.0386748
583	5.43887	0.0386596
584	5.43865	0.0385941
585	5.43774	0.0385386
586	5.43635	0.0384979
587	5.43406	0.0385009
588	5.43394	0.0384355
589	5.43354	0.0383723
590	5.4333	0.0383079
591	5.43399	0.0382493
592	5.43476	0.0381924
593	5.43655	0.03817
594	5.43368	0.0382142
595	5.43545	0.0381909
596	5.4376	0.0381876
597	5.43723	0.0381254
598	5.43713	0.0380617
599	5.43953	0.0380741
600	5.44066	0.0380272
601	5.4434	0.0380627
602	5.44719	0.0381887
603	5.44625	0.038137
604	5.44517	0.038089
605	5.44612	0.0380379
606	5.44503	0.0379909
607	5.44512	0.0379284
608	5.4433	0.0379097
609	5.44337	0.0378475
610	5.44396	0.03779
611	5.44635	0.0378037
612	5.44671	0.0377436
613	5.44606	0.0376876
614	5.4491	0.0377489
615	5.45044	0.0377111
616	5.45095	0.0376533
617	5.45025	0.0375987
618	5.45045	0.0375384
619	5.45241	0.0375287
620	5.45071	0.0375063
621	5.44924	0.0374749
622	5.4499	0.0374204
623	5.4483	0.0373945
624	5.44761	0.0373408
625	5.44927	0.0373181
626	5.44819	0.037274
627	5.45013	0.037265
628	5.45036	0.0372063
629	5.45109	0.0371543
630	5.44907	0.03715
631	5.4472	0.0371384
632	5.44849	0.0371022
633	5.4504	0.0370927
634	5.44989	0.0370376
635	5.45158	0.0370177
636	5.45172	0.0369597
637	5.44955	0.0369657
638	5.4516	0.0369646
639	5.44976	0.0369526
640	5.44836	0.0369214
641	5.44773	0.0368691
642	5.44591	0.0368566
643	5.44298	0.0369153
644	5.44555	0.0369472
645	5.44467	0.0369004
646	5.44424	0.0368457
647	5.44407	0.0367891
648	5.44329	0.0367406
649	5.44524	0.036736
650	5.44788	0.036774
651	5.44788	0.0367174
652	5.44849	0.0366662
653	5.44881	0.0366114
654	5.44661	0.0366216
655	5.44737	0.0365736
656	5.44844	0.0365336
657	5.44602	0.0365584
658	5.44468	0.0365276
659	5.44447	0.0364726
660	5.44719	0.0365187
661	5.44658	0.0364686
662	5.4453	0.036436
663	5.44763	0.0364557
664	5.44674	0.0364118
665	5.44671	0.036357
666	5.448	0.0363255
667	5.44825	0.0362719
668	5.44829	0.0362176
669	5.44922	0.0361754
670	5.44779	0.0361497
671	5.44614	0.0361334
672	5.44749	0.036105
673	5.4498	0.0361248
674	5.44916	0.0360769
675	5.45053	0.0360496
676	5.45194	0.0360237
677	5.45131	0.0359758
678	5.45004	0.0359453
679	5.45264	0.0359862
680	5.45095	0.035973
681	5.45455	0.0361003
682	5.45574	0.036067
683	5.45776	0.0360707
684	5.46001	0.036088
685	5.45987	0.0360355
686	5.45747	0.0360632
687	5.45687	0.0360156
688	5.45735	0.0359664
689	5.46088	0.0360867
690	5.46024	0.0360399
691	5.45978	0.0359907
692	5.45802	0.0359819
693	5.45908	0.0359458
694	5.45815	0.035906
695	5.45914	0.035868
696	5.45884	0.0358177
697	5.45872	0.0357665
698	5.4559	0.0358258
699	5.45323	0.0358743
700	5.45339	0.0358234
701	5.4544	0.0357864
702	5.45396	0.0357381
703	5.45722	0.0358361
704	5.45782	0.0357902
705	5.45648	0.0357645
706	5.45632	0.0357141
707	5.45527	0.0356791
708	5.45681	0.0356618
709	5.45632	0.0356149
710	5.45516	0.0355834
711	5.45642	0.0355554
712	5.45693	0.0355091
713	5.45733	0.0354616
714	5.45761	0.035413
715	5.45592	0.035404
716	5.45414	0.0353995
717	5.45453	0.0353523
718	5.45323	0.035327
719	5.45355	0.0352792
720	5.45309	0.0352332
721	5.45308	0.0351843
722	5.45318	0.0351357
723	5.45309	0.0350871
724	5.45399	0.0350501
725	5.45621	0.0350719
726	5.45665	0.0350264
727	5.45821	0.0350128
728	5.4571	0.034982
729	5.45609	0.0349488
730	5.45458	0.0349336
731	5.45169	0.0350051
732	5.45147	0.0349579
733	5.45155	0.0349103
734	5.45265	0.0348801
735	5.45376	0.0348502
736	5.45497	0.0348237
737	5.45314	0.034824
738	5.45487	0.0348198
739	5.45473	0.0347729
740	5.45428	0.0347289
741	5.45391	0.0346839
742	5.45236	0.0346717
743	5.45295	0.03463
744	5.45325	0.0345847
745	5.45524	0.034596
746	5.45713	0.0346012
747	5.45654	0.03456
748	5.45649	0.0345138
749	5.45716	0.0344744
750	5.4584	0.0344503
751	5.45987	0.0344361
752	5.45973	0.0343906
753	5.4591	0.0343506
754	5.45751	0.034342
755	5.45692	0.0343017
756	5.45617	0.0342643
757	5.45706	0.0342305
758	5.45729	0.0341861
759	5.45689	0.0341433
760	5.45749	0.0341036
761	5.45766	0.0340592
762	5.45664	0.0340295
763	5.45741	0.0339934
764	5.4581	0.0339559
765	5.4554	0.0340184
766	5.45622	0.0339838
767	5.45584	0.0339416
768	5.4564	0.033902
769	5.4577	0.0338829
770	5.45616	0.0338741
771	5.45457	0.0338674
772	5.45379	0.0338325
773	5.45197	0.0338374
774	5.45243	0.0337967
775	5.45323	0.0337626
776	5.45204	0.0337402
777	5.45047	0.0337332
778	5.45079	0.0336913
779	5.45196	0.0336683
780	5.45407	0.0336912
781	5.45568	0.0336867
782	5.45443	0.0336668
783	5.45511	0.0336306
784	5.45648	0.0336155
785	5.45414	0.0336542
786	5.45593	0.0336591
787	5.45552	0.0336188
788	5.4547	0.033586
789	5.45583	0.0335623
790	5.45644	0.0335254
791	5.45552	0.0334956
792	5.45495	0.0334581
793	5.45473	0.0334166
794	5.45465	0.0333746
795	5.45379	0.0333436
796	5.45469	0.0333138
797	5.45355	0.0332913
798	5.45293	0.0332554
799	5.45233	0.0332192
800	5.452	0.0331792
801	5.4519	0.0331379
802	5.45231	0.0330991
803	5.45038	0.0331141
804	5.44973	0.0330794
805	5.45089	0.0330586
806	5.45069	0.0330181
807	5.45045	0.0329781
808	5.45061	0.0329377
809	5.45259	0.0329561
810	5.45347	0.0329273
811	5.45122	0.032964
812	5.45165	0.0329262
813	5.4497	0.0329439
814	5.44833	0.0329317
815	5.4459	0.0329806
816	5.44437	0.0329759
817	5.44465	0.0329367
818	5.44438	0.0328976
819	5.44398	0.0328597
820	5.44178	0.0328935
821	5.44229	0.0328574
822	5.44274	0.0328204
823	5.44157	0.0328015
824	5.43933	0.0328378
825	5.43997	0.0328041
826	5.43818	0.0328131
827	5.43888	0.0327808
828	5.4387	0.0327417
829	5.43762	0.03272
830	5.43707	0.0326853
831	5.43708	0.0326459
832	5.4387	0.0326473
833	5.43911	0.0326106
834	5.43916	0.0325715
835	5.44104	0.0325868
836	5.44058	0.032551
837	5.44178	0.0325345
838	5.44175	0.0324957
839	5.44245	0.0324646
840	5.44238	0.032426
841	5.44252	0.0323877
842	5.44136	0.0323698
843	5.44107	0.0323327
844	5.44091	0.0322948
845	5.4397	0.0322794
846	5.44009	0.0322436
847	5.43987	0.0322062
848	5.43873	0.0321883
849	5.43768	0.0321675
850	5.43807	0.0321319
851	5.43855	0.0320977
852	5.43767	0.0320722
853	5.43807	0.0320371
854	5.43771	0.0320016
855	5.43825	0.0319687
856	5.436	0.0320105
857	5.4364	0.0319757
858	5.43788	0.0319724
859	5.4389	0.0319514
860	5.43849	0.0319169
861	5.4405	0.0319435
862	5.44101	0.0319104
863	5.44065	0.0318753
864	5.44177	0.0318581
865	5.44237	0.0318268
866	5.44309	0.0317982
867	5.44343	0.0317633
868	5.44355	0.0317269
869	5.44315	0.0316929
870	5.44292	0.0316573
871	5.4419	0.0316372
872	5.44082	0.0316195
873	5.44096	0.0315836
874	5.44115	0.031548
875	5.4416	0.0315151
876	5.4418	0.0314797
877	5.44227	0.0314474
878	5.44181	0.0314149
879	5.44215	0.031381
880	5.44428	0.031418
881	5.44416	0.0313826
882	5.44406	0.0313472
883	5.44454	0.0313154
884	5.44495	0.0312826
885	5.44537	0.0312501
886	5.44419	0.0312374
887	5.44399	0.0312028
888	5.44407	0.0311678
889	5.44415	0.0311328
890	5.44449	0.0310997
891	5.44561	0.0310851
892	5.44504	0.0310554
893	5.44323	0.0310736
894	5.44239	0.0310501
895	5.44323	0.0310266
896	5.4422	0.031009
897	5.4419	0.0309759
898	5.44058	0.0309696
899	5.44055	0.0309351
900	5.44063	0.0309008
901	5.43994	0.0308742
902	5.43855	0.0308711
903	5.43897	0.0308398
904	5.43956	0.0308112
905	5.43913	0.0307801
906	5.43996	0.0307572
907	5.43983	0.0307236
908	5.43847	0.0307198
909	5.4388	0.0306877
910	5.43866	0.0306543
911	5.43885	0.0306212
912	5.44014	0.0306147
913	5.4401	0.0305812
914	5.44069	0.0305536
915	5.43969	0.0305367
916	5.4406	0.030517
917	5.4429	0.0305702
918	5.4417	0.0305604
919	5.44225	0.0305319
920	5.44301	0.0305082
921	5.44398	0.0304905
922	5.44484	0.0304697
923	5.44457	0.0304379
924	5.44382	0.0304141
925	5.44532	0.0304184
926	5.44613	0.0303962
927	5.44649	0.0303655
928	5.44632	0.0303332
929	5.4473	0.0303163
930	5.44621	0.030303
931	5.44543	0.0302806
932	5.44634	0.0302618
933	5.44631	0.0302294
934	5.4475	0.0302205
935	5.44698	0.0301927
936	5.44576	0.0301848
937	5.44452	0.0301783
938	5.44311	0.0301791
939	5.4425	0.030153
940	5.44438	0.0301795
941	5.44464	0.0301486
942	5.44527	0.0301232
943	5.44476	0.0300955
944	5.44346	0.0300921
945	5.44234	0.0300808
946	5.44298	0.0300557
947	5.44185	0.0300451
948	5.44364	0.0300667
949	5.44286	0.0300451
950	5.44404	0.0300365
951	5.44374	0.0300064
952	5.44309	0.0299818
953	5.44232	0.0299602
954	5.44207	0.0299298
955	5.44265	0.0299041
956	5.44379	0.0298943
957	5.44411	0.0298647
958	5.44232	0.0298868
959	5.44173	0.0298614
960	5.44095	0.0298407
961	5.44118	0.0298105
962	5.43915	0.0298486
963	5.43887	0.029819
964	5.43923	0.0297903
965	5.43914	0.0297595
966	5.43767	0.0297652
967	5.43764	0.0297344
968	5.4384	0.0297135
969	5.4403	0.0297436
970	5.44036	0.029713
971	5.44156	0.0297068
972	5.44061	0.0296915
973	5.44061	0.029661
974	5.44062	0.0296305
975	5.442	0.0296322
976	5.44277	0.0296117
977	5.44254	0.0295822
978	5.44351	0.029568
979	5.44353	0.0295378
980	5.44332	0.0295084
981	5.44168	0.029524
982	5.44164	0.029494
983	5.4417	0.029464
984	5.4427	0.029451
985	5.44359	0.0294345
986	5.444	0.0294074
987	5.44497	0.0293936
988	5.44413	0.0293759
989	5.44442	0.0293477
990	5.44446	0.0293181
991	5.44562	0.0293116
992	5.44451	0.029303
993	5.44333	0.0292975
994	5.44312	0.0292687
995	5.44324	0.0292395
996	5.44533	0.0292847
997	5.4444	0.0292701
998	5.44391	0.0292448
999	5.44348	0.0292188
1000	5.44206	0.0292238
