Gen	Best	Mean	Err
0	33.3823	33.4993	0.572748
1	29.3594	29.3594	2.13248e-06
2	27.1097	27.1097	8.25906e-07
3	25.4953	25.5606	0.155662
4	24.2319	24.2402	0.0215583
5	23.5445	23.6085	0.162405
6	22.0891	22.0891	7.90745e-07
7	22.0891	22.0891	7.90745e-07
8	21.3408	21.3471	0.0362017
9	20.4076	20.4235	0.0475138
10	18.9495	18.9747	0.10992
11	18.3683	18.3744	0.0151643
12	17.2918	17.2918	3.37175e-07
13	16.5797	16.5797	6.30796e-07
14	15.4986	15.4986	1.05283e-06
15	15.4986	15.4986	1.05283e-06
16	15.4986	15.4986	1.05283e-06
17	15.3496	15.375	0.0559379
18	15.311	15.3168	0.0137855
19	14.9835	15.0027	0.0575163
20	14.8701	14.8718	0.0113065
21	14.4158	14.495	0.169014
22	13.5294	13.5471	0.124093
23	13.0741	13.0968	0.0992396
24	12.4475	12.479	0.0849582
25	11.9958	12.0094	0.0770486
26	11.6235	11.6421	0.0700849
27	11.3644	11.3644	8.42937e-07
28	11.1807	11.1822	0.0148237
29	11.1665	11.1675	0.00360873
30	11.1665	11.1665	1.08225e-05
31	9.77024	9.92383	0.43687
32	9.61119	9.62232	0.0405727
33	9.46716	9.46822	0.00742301
34	9.41456	9.41562	0.00736279
35	9.32992	9.32992	3.15398e-07
36	9.29193	9.29229	0.00115548
37	9.25797	9.25797	5.05762e-07
38	8.96441	8.96441	3.76973e-07
39	8.96348	8.9635	0.000129939
40	8.96348	8.96348	6.41962e-07
41	8.66435	8.66435	3.76973e-07
42	8.66435	8.66435	3.76973e-07
43	8.19177	8.2122	0.0612928
44	8.07757	8.07757	4.29815e-07
45	8.07757	8.07757	4.29815e-07
46	8.07757	8.07757	4.29815e-07
47	8.07757	8.07757	4.29815e-07
48	8.07757	8.07757	4.29815e-07
49	8.02559	8.02611	0.0051719
50	7.92021	7.92794	0.020935
51	7.92021	7.92021	2.92002e-07
52	7.87489	7.87987	0.0141799
53	7.87489	7.87489	5.65459e-07
54	7.87489	7.87489	5.65459e-07
55	7.50672	7.51408	0.0515437
56	7.50672	7.50672	5.65459e-07
57	7.50672	7.50672	5.65459e-07
58	7.50672	7.50672	5.65459e-07
59	7.50672	7.50672	5.65459e-07
60	7.50672	7.50672	5.65459e-07
