BLOCK	ACTUAL_V	V_AVE	ERROR
1	86.7528	86.7528	0
2	48.677	67.7149	13.4618
3	6.22155	47.2171	18.9908
4	1.98283	35.9085	17.2852
5	0.963872	28.9196	15.1754
6	1.43707	24.3392	13.3195
7	1.64916	21.0978	11.8046
8	1.35288	18.6296	10.5839
9	1.60914	16.7385	9.57536
10	1.55784	15.2204	8.73733
11	2.09769	14.0274	8.02406
12	1.82503	13.0106	7.41954
13	1.19123	12.1014	6.90428
14	1.73903	11.3612	6.45067
15	1.50951	10.7044	6.05397
16	1.87926	10.1529	5.70067
17	1.71937	9.65678	5.38688
18	1.27569	9.19116	5.10769
19	2.29169	8.82803	4.85176
20	1.12727	8.44299	4.62442
21	1.54224	8.11439	4.41587
22	1.43089	7.81059	4.22559
23	1.76403	7.5477	4.05003
24	1.35078	7.28949	3.88951
25	1.32012	7.05072	3.74125
26	1.00416	6.81816	3.60457
27	1.31669	6.6144	3.47683
28	1.80629	6.44268	3.35689
29	2.0631	6.29166	3.24453
30	1.86527	6.14412	3.13973
31	1.51401	5.99476	3.042
32	1.26109	5.84683	2.95053
33	1.33658	5.71016	2.86429
34	0.913055	5.56907	2.78352
35	1.23174	5.44514	2.70674
36	1.54578	5.33683	2.63372
37	1.68736	5.23819	2.56439
38	1.11036	5.12956	2.4992
39	1.11484	5.02662	2.43724
40	1.7645	4.94507	2.37767
41	1.78938	4.8681	2.32093
42	0.978197	4.77548	2.26751
43	1.83462	4.70709	2.21581
44	1.19905	4.62736	2.16689
45	1.06963	4.5483	2.12018
46	0.96626	4.47043	2.07551
47	1.45861	4.40635	2.03234
48	1.18373	4.33921	1.99111
49	1.32052	4.27761	1.95143
50	1.56062	4.22327	1.91316
51	1.37625	4.16744	1.87646
52	1.31374	4.11257	1.84118
53	0.959275	4.05307	1.8074
54	1.61081	4.00784	1.77449
55	1.49609	3.96217	1.74282
56	1.78518	3.9233	1.71213
57	1.17433	3.87507	1.68277
58	1.86888	3.84048	1.65411
59	1.24127	3.79643	1.62666
60	1.35213	3.75569	1.60006
61	1.36961	3.71657	1.57431
62	1.4088	3.67935	1.54936
63	1.59154	3.64621	1.52512
64	1.83401	3.6179	1.50155
65	1.49678	3.58526	1.47881
66	1.19062	3.54898	1.45684
67	1.32614	3.5158	1.43548
68	1.77948	3.49027	1.4146
69	1.32494	3.45889	1.39444
70	1.45431	3.43025	1.37482
71	0.925369	3.39497	1.3559
72	1.66435	3.37093	1.33729
73	1.72146	3.34834	1.31916
74	1.94423	3.32936	1.30147
75	1.32817	3.30268	1.28439
76	1.29151	3.27622	1.26776
77	1.24678	3.24986	1.25157
78	1.58844	3.22856	1.23571
79	1.95502	3.21244	1.22017
80	1.95977	3.19678	1.20502
81	2.54964	3.18879	1.19017
82	1.97451	3.17399	1.17575
83	1.38004	3.15237	1.16178
84	1.27254	3.12999	1.14816
85	1.64701	3.11255	1.13479
86	1.75233	3.09673	1.1217
87	1.19066	3.07482	1.10902
88	1.47876	3.05668	1.09657
89	3.40269	3.06057	1.08426
90	1.08445	3.03861	1.07243
91	1.99376	3.02713	1.06071
92	1.66139	3.01229	1.04928
93	1.81881	2.99945	1.03808
94	1.92062	2.98798	1.0271
95	1.39846	2.97125	1.01642
96	1.37239	2.95459	1.00597
97	1.65083	2.94115	0.99569
98	1.63685	2.92784	0.985618
99	0.984165	2.90821	0.975858
100	1.38191	2.89295	0.966219
101	2.00168	2.88412	0.956693
102	1.73246	2.87283	0.94738
103	1.35573	2.8581	0.938297
104	1.64168	2.8464	0.929347
105	1.97544	2.83811	0.920534
106	2.27431	2.83279	0.911865
107	1.08931	2.8165	0.903488
108	1.28396	2.80231	0.895234
109	1.31859	2.78869	0.887124
110	1.23754	2.77459	0.879172
111	1.91025	2.76681	0.871286
112	1.51432	2.75562	0.863578
113	1.38522	2.7435	0.856021
114	1.34982	2.73127	0.848599
115	1.32336	2.71903	0.841308
116	1.46879	2.70825	0.834125
117	1.20588	2.69541	0.827094
118	0.920308	2.68037	0.820222
119	1.63376	2.67157	0.813376
120	1.05495	2.6581	0.80671
121	1.92917	2.65207	0.800065
122	1.52933	2.64287	0.79356
123	1.05516	2.62996	0.787214
124	1.30425	2.61927	0.780938
125	0.966116	2.60605	0.774802
126	1.12036	2.59426	0.768743
127	0.874565	2.58072	0.762809
