BLOCK	ACTUAL_V	V_AVE	ERROR
625	6.22201	5.23847	0.177416
626	5.21513	5.23843	0.177133
627	3.88343	5.23627	0.176864
628	5.59888	5.23685	0.176583
629	4.88145	5.23628	0.176303
630	3.80747	5.23401	0.176038
631	4.38799	5.23267	0.175764
632	4.60844	5.23168	0.175489
633	4.69158	5.23083	0.175214
634	7.80573	5.23489	0.174984
635	4.51143	5.23375	0.174712
636	5.34346	5.23393	0.174438
637	6.25138	5.23552	0.174171
638	4.98962	5.23514	0.173899
639	4.50789	5.234	0.17363
640	4.64309	5.23308	0.173361
641	4.33143	5.23167	0.173097
642	6.17619	5.23314	0.172833
643	4.05551	5.23131	0.172574
644	4.85261	5.23072	0.172307
645	5.58984	5.23128	0.172041
646	5.22963	5.23128	0.171775
647	3.21533	5.22816	0.171537
648	4.94467	5.22772	0.171273
649	4.28544	5.22627	0.171015
650	4.81389	5.22564	0.170754
651	6.51979	5.22762	0.170503
652	5.28544	5.22771	0.170241
653	4.86371	5.22716	0.169982
654	4.79454	5.22649	0.169723
655	4.56263	5.22548	0.169467
656	4.2917	5.22406	0.169214
657	4.46756	5.22291	0.168961
658	3.95621	5.22098	0.168715
659	4.64553	5.22011	0.168461
660	5.17409	5.22004	0.168206
661	3.41069	5.2173	0.167974
662	5.79284	5.21817	0.167722
663	4.14309	5.21655	0.167477
664	4.14718	5.21494	0.167233
665	3.87579	5.21292	0.166993
666	4.09556	5.21125	0.166751
667	4.24026	5.20979	0.166507
668	3.84322	5.20774	0.166271
669	3.39549	5.20504	0.166044
670	4.74455	5.20435	0.165798
671	3.86901	5.20236	0.165563
672	4.01979	5.2006	0.165326
673	4.68039	5.19983	0.165082
674	4.12668	5.19823	0.164845
675	4.77578	5.19761	0.164602
676	5.21391	5.19763	0.164358
677	3.60905	5.19529	0.164132
678	3.92927	5.19342	0.163901
679	4.97743	5.1931	0.16366
680	4.18554	5.19162	0.163426
681	4.55629	5.19069	0.163188
682	4.27494	5.18934	0.162954
683	4.33296	5.18809	0.162721
684	4.6557	5.18731	0.162485
685	5.99184	5.18848	0.162252
686	5.17566	5.18847	0.162015
687	4.27891	5.18714	0.161785
688	4.52955	5.18619	0.161552
689	5.73756	5.18699	0.16132
690	5.23051	5.18705	0.161086
691	4.18033	5.18559	0.16086
692	3.79214	5.18358	0.16064
693	4.85327	5.1831	0.160409
694	5.34122	5.18333	0.160178
695	6.17286	5.18475	0.159954
696	6.30879	5.18637	0.159732
697	4.33282	5.18514	0.159507
698	4.90071	5.18474	0.159279
699	4.08116	5.18316	0.159059
700	5.18948	5.18317	0.158832
701	4.85011	5.18269	0.158606
702	4.08637	5.18113	0.158388
703	4.93947	5.18079	0.158163
704	4.62578	5.18	0.15794
705	4.5266	5.17907	0.157719
706	5.79849	5.17995	0.157498
707	3.83767	5.17805	0.157287
708	3.89219	5.17623	0.157075
709	4.19815	5.17485	0.15686
710	4.45812	5.17385	0.156642
711	6.38721	5.17555	0.156431
712	4.09432	5.17403	0.156219
713	4.3408	5.17286	0.156004
714	4.35078	5.17171	0.15579
715	6.04974	5.17294	0.155577
716	6.55222	5.17487	0.155371
717	4.65329	5.17414	0.155156
718	5.27486	5.17428	0.15494
719	5.01629	5.17406	0.154725
720	4.18849	5.17269	0.154516
721	5.54014	5.1732	0.154303
722	4.74881	5.17261	0.15409
723	4.13901	5.17118	0.153883
724	4.02042	5.16959	0.153679
725	7.99201	5.17349	0.153516
726	4.85151	5.17304	0.153306
727	5.41759	5.17338	0.153095
728	4.86488	5.17296	0.152885
729	4.07479	5.17145	0.152683
730	5.46356	5.17185	0.152475
731	4.92232	5.17151	0.152266
732	6.2169	5.17294	0.152065
733	6.16406	5.17429	0.151864
734	3.86792	5.17251	0.151667
735	4.6083	5.17174	0.151463
736	3.83153	5.16992	0.151268
737	4.64992	5.16922	0.151064
738	7.49477	5.17237	0.150892
739	5.62469	5.17298	0.150689
740	5.72714	5.17373	0.150488
741	5.22694	5.1738	0.150285
742	5.88016	5.17475	0.150085
743	6.69417	5.1768	0.149897
744	5.31569	5.17698	0.149696
745	5.02807	5.17678	0.149495
746	4.36593	5.1757	0.149298
747	3.75761	5.1738	0.149111
748	3.96948	5.17219	0.14892
749	5.55521	5.1727	0.148722
750	5.64247	5.17333	0.148525
751	3.37281	5.17093	0.148347
752	4.64874	5.17023	0.148151
753	4.65039	5.16954	0.147956
754	4.82365	5.16908	0.14776
755	6.03032	5.17022	0.147569
756	5.01455	5.17002	0.147374
757	4.29478	5.16886	0.147184
758	4.78338	5.16835	0.146991
759	5.61891	5.16895	0.146798
760	3.71463	5.16703	0.146617
761	4.41419	5.16605	0.146428
762	3.97156	5.16448	0.146244
763	5.93786	5.16549	0.146056
764	6.43525	5.16715	0.145874
765	4.60123	5.16641	0.145686
766	3.9506	5.16483	0.145504
767	4.28038	5.16367	0.145319
768	6.19795	5.16502	0.145136
769	6.25834	5.16644	0.144954
770	5.55906	5.16695	0.144767
771	4.77522	5.16644	0.14458
772	6.36137	5.16799	0.144401
773	5.16205	5.16798	0.144214
774	4.06929	5.16656	0.144035
775	4.88268	5.1662	0.143849
776	4.71235	5.16561	0.143665
777	4.53847	5.16481	0.143483
778	5.48593	5.16522	0.143299
779	3.47927	5.16305	0.143131
780	5.69981	5.16374	0.142949
781	4.26958	5.1626	0.142771
782	4.8158	5.16215	0.142589
783	5.37812	5.16243	0.142407
784	4.22896	5.16124	0.14223
785	4.53348	5.16044	0.142052
786	4.78433	5.15996	0.141872
787	4.69819	5.15937	0.141693
788	4.13106	5.15807	0.141519
789	4.82745	5.15765	0.14134
790	3.78985	5.15592	0.141172
791	6.03413	5.15703	0.140998
792	4.07383	5.15566	0.140826
793	4.9892	5.15545	0.140649
794	4.61455	5.15477	0.140473
795	5.85869	5.15566	0.140299
796	4.99141	5.15545	0.140123
797	5.7441	5.15619	0.139949
798	5.0994	5.15612	0.139774
799	4.48253	5.15527	0.139602
800	4.79233	5.15482	0.139428
801	4.88606	5.15448	0.139254
802	4.70831	5.15393	0.139082
803	6.64732	5.15579	0.138921
804	6.3213	5.15724	0.138756
805	4.28652	5.15616	0.138588
806	5.19177	5.1562	0.138416
807	3.8332	5.15456	0.138254
808	4.99674	5.15437	0.138083
809	3.66715	5.15253	0.137924
810	5.14094	5.15251	0.137754
811	6.69373	5.15441	0.137597
812	6.13316	5.15562	0.137433
813	4.78333	5.15516	0.137265
814	4.31408	5.15413	0.1371
815	4.20747	5.15297	0.136937
816	4.44838	5.1521	0.136772
