BLOCK	ACTUAL_V	V_AVE	ERROR
642	4.75761	5.40644	0.217718
643	5.49855	5.40658	0.21738
644	4.43268	5.40507	0.217047
645	4.37797	5.40347	0.216717
646	4.71035	5.4024	0.216384
647	5.20259	5.40209	0.21605
648	3.34073	5.39891	0.21574
649	6.08005	5.39996	0.21541
650	4.53639	5.39863	0.215082
651	5.81289	5.39927	0.214753
652	4.72595	5.39824	0.214426
653	8.81137	5.40346	0.214161
654	4.97744	5.40281	0.213835
655	6.77313	5.4049	0.213519
656	6.14278	5.40603	0.213196
657	5.54456	5.40624	0.212872
658	4.22335	5.40444	0.212556
659	5.32802	5.40433	0.212233
660	3.77749	5.40186	0.211926
661	4.13563	5.39995	0.211614
662	4.98287	5.39932	0.211295
663	6.87059	5.40153	0.210988
664	4.98449	5.40091	0.210672
665	3.33267	5.3978	0.210378
666	6.51018	5.39947	0.210069
667	4.97234	5.39883	0.209755
668	5.69514	5.39927	0.209441
669	4.28803	5.39761	0.209135
670	7.95078	5.40142	0.208857
671	3.68089	5.39886	0.208562
672	4.89006	5.3981	0.208253
673	4.88384	5.39733	0.207945
674	5.11858	5.39692	0.207636
675	5.86956	5.39762	0.20733
676	5.48251	5.39775	0.207023
677	4.89043	5.397	0.206719
678	5.64615	5.39736	0.206414
679	3.59024	5.3947	0.206128
680	3.97644	5.39262	0.205835
681	6.0863	5.39364	0.205535
682	4.89802	5.39291	0.205235
683	3.57688	5.39025	0.204952
684	6.43415	5.39178	0.204658
685	4.84826	5.39098	0.204361
686	4.60089	5.38983	0.204066
687	3.55576	5.38716	0.203786
688	3.57284	5.38452	0.203507
689	4.701	5.38353	0.203214
690	3.49358	5.38079	0.202938
691	6.34537	5.38219	0.202649
692	4.91518	5.38151	0.202358
693	5.09717	5.3811	0.202066
694	5.0482	5.38062	0.201775
695	5.52323	5.38083	0.201485
696	7.93918	5.38451	0.201229
697	6.6521	5.38632	0.200949
698	4.11544	5.3845	0.200669
699	5.63727	5.38486	0.200382
700	4.93872	5.38423	0.200097
701	4.57072	5.38307	0.199815
702	3.24088	5.38002	0.199554
703	4.30025	5.37848	0.199276
704	5.04002	5.378	0.198993
705	5.8432	5.37866	0.198712
706	4.31711	5.37716	0.198436
707	3.78676	5.37491	0.198168
708	3.67047	5.3725	0.197903
709	4.79866	5.37169	0.197626
710	6.59891	5.37342	0.197355
711	5.73344	5.37392	0.197078
712	4.81659	5.37314	0.196803
713	3.58851	5.37064	0.196543
714	5.28955	5.37052	0.196267
715	7.23922	5.37314	0.19601
716	5.38121	5.37315	0.195737
717	5.52327	5.37336	0.195464
718	3.62937	5.37093	0.195207
719	5.34175	5.37089	0.194935
720	4.6519	5.36989	0.194667
721	5.13409	5.36956	0.194397
722	6.14525	5.37064	0.194131
723	4.49547	5.36943	0.193866
724	6.89116	5.37153	0.19361
725	3.68628	5.3692	0.193357
726	4.00638	5.36733	0.193099
727	5.45115	5.36744	0.192834
728	5.10211	5.36708	0.192569
729	5.98419	5.36792	0.192307
730	4.81845	5.36717	0.192045
731	4.03446	5.36535	0.191791
732	6.7652	5.36726	0.191539
