BLOCK	ACTUAL_V	V_AVE	ERROR
1	95.0777	95.0777	0
2	77.0308	86.0543	6.38055
3	48.669	73.5925	11.0283
4	13.0132	58.4477	15.5061
5	1.34537	47.0272	16.0693
6	1.46159	39.433	15.0792
7	1.60565	34.0291	13.8595
8	1.14535	29.9186	12.722
9	1.1349	26.7204	11.7036
10	1.56638	24.205	10.8001
11	1.43913	22.1354	10.0146
12	1.57013	20.4216	9.32557
13	1.04462	18.9311	8.72653
14	1.54084	17.6889	8.19113
15	1.31142	16.5971	7.71748
16	1.3507	15.6442	7.29373
17	1.08181	14.7876	6.91481
18	2.10862	14.0832	6.56643
19	1.62218	13.4273	6.25349
20	2.04485	12.8582	5.96666
21	1.6608	12.325	5.70631
22	1.60871	11.8379	5.46768
23	1.23624	11.377	5.24935
24	1.98381	10.9856	5.0452
25	1.26868	10.5969	4.85834
26	1.49562	10.2469	4.68407
27	1.3311	9.91664	4.52221
28	1.07351	9.60081	4.37172
29	1.54762	9.32312	4.22978
30	2.01052	9.07936	4.09581
31	1.31263	8.82882	3.97134
32	1.44496	8.59808	3.85393
33	1.73903	8.39023	3.74275
34	1.12089	8.17642	3.63877
35	1.61236	7.98888	3.53963
36	1.35993	7.80474	3.4461
37	3.46248	7.68738	3.35496
38	2.07328	7.53964	3.26992
39	1.78476	7.39208	3.1894
40	1.25615	7.23868	3.11335
41	1.49716	7.09865	3.04057
42	1.45606	6.9643	2.97114
43	1.17733	6.82972	2.90509
44	1.59916	6.71084	2.8415
45	1.6934	6.59934	2.78054
46	1.88398	6.49684	2.72198
47	1.62647	6.39321	2.66604
48	1.90974	6.29981	2.61213
49	1.84127	6.20882	2.56041
50	1.76196	6.11988	2.51074
51	1.5802	6.03087	2.46309
52	1.61631	5.94597	2.41718
53	1.25014	5.85737	2.3732
54	1.42781	5.77534	2.33067
55	2.65887	5.71868	2.28898
56	1.25827	5.63903	2.24949
57	1.19044	5.56098	2.21138
58	1.64146	5.4934	2.17429
59	1.10328	5.419	2.13871
60	1.84589	5.35944	2.10389
61	1.63084	5.29832	2.07029
62	1.38677	5.23523	2.03786
63	1.28481	5.17252	2.00648
64	1.75254	5.11909	1.97584
65	1.64145	5.06558	1.94616
66	0.930289	5.00293	1.91768
67	0.813201	4.9404	1.89008
68	0.952208	4.88175	1.8632
69	1.41396	4.83149	1.83687
70	1.15272	4.77893	1.81138
71	1.59254	4.73406	1.78642
72	1.36479	4.68726	1.76223
73	1.48688	4.64342	1.73863
74	1.67532	4.60331	1.7156
75	1.14503	4.5572	1.69334
76	1.49073	4.51685	1.67154
77	1.4305	4.47677	1.65032
78	1.45477	4.43802	1.62961
79	1.01263	4.39467	1.60956
80	1.49833	4.35846	1.58985
81	1.79257	4.32678	1.57054
82	1.97445	4.2981	1.55165
83	1.38663	4.26302	1.53335
84	1.33736	4.22819	1.51549
85	2.46558	4.20745	1.4978
86	2.02402	4.18206	1.4806
87	1.37399	4.14979	1.46393
88	1.72348	4.12222	1.44756
89	1.75956	4.09567	1.43154
90	0.995799	4.06123	1.41604
91	1.32129	4.03112	1.4008
92	1.38375	4.00234	1.38587
93	1.56028	3.97608	1.37122
94	1.36534	3.94831	1.35691
95	1.41272	3.92162	1.34289
96	1.36407	3.89498	1.32917
97	1.62662	3.87159	1.31567
98	1.97459	3.85223	1.30239
99	2.15355	3.83508	1.28935
100	1.48107	3.81154	1.27667
101	1.0151	3.78385	1.26433
102	1.38848	3.76036	1.25215
103	1.23518	3.73585	1.24023
104	1.11539	3.71065	1.22856
105	1.46034	3.68922	1.21705
106	0.981177	3.66367	1.20584
107	1.18941	3.64055	1.19479
108	1.34733	3.61932	1.18392
109	2.31659	3.60736	1.17311
110	1.18374	3.58533	1.16266
111	1.43663	3.56597	1.15234
112	1.88185	3.55094	1.14215
113	1.58611	3.53355	1.13218
114	0.956931	3.51095	1.12247
115	1.0538	3.48958	1.11291
116	1.15892	3.46949	1.1035
117	1.87478	3.45586	1.09415
118	1.4937	3.43923	1.08501
119	1.57719	3.42358	1.076
120	1.19087	3.40498	1.0672
121	1.577	3.38987	1.05848
122	1.51262	3.37448	1.04992
123	1.43737	3.35873	1.0415
124	1.24186	3.34166	1.03324
125	1.41152	3.32622	1.02509
126	1.87605	3.31471	1.01702
127	1.92325	3.30375	1.00907
128	1.05138	3.28616	1.00134
129	1.3365	3.27104	0.993694
130	1.54772	3.25779	0.986138
131	2.08863	3.24886	0.978651
132	1.694	3.23708	0.971308
133	1.81042	3.22636	0.964064
134	1.87659	3.21628	0.956922
135	1.90567	3.20658	0.949883
136	1.66834	3.19527	0.942966
137	1.23543	3.18096	0.936191
138	1.35071	3.1677	0.929501
139	1.66796	3.15691	0.922877
140	1.79947	3.14721	0.916336
141	1.57793	3.13608	0.909905
142	1.4184	3.12399	0.903577
143	1.65379	3.1137	0.897317
144	1.20101	3.10042	0.891184
145	1.98375	3.09272	0.885071
146	1.80292	3.08389	0.879053
147	1.56792	3.07357	0.873134
148	1.72924	3.06449	0.867281
149	1.25893	3.05237	0.861545
150	1.12851	3.03955	0.855897
151	1.8598	3.03173	0.850265
152	1.22713	3.01986	0.844754
153	1.78642	3.0118	0.839271
154	1.80547	3.00397	0.833858
155	3.01858	3.00406	0.828478
156	1.93858	2.99723	0.823195
157	1.04015	2.98477	0.818046
158	1.92813	2.97808	0.812896
159	1.62668	2.96958	0.807828
160	1.33811	2.95938	0.802844
161	1.66302	2.95133	0.797897
162	1.43791	2.94199	0.793027
163	1.30938	2.93197	0.788225
164	2.73205	2.93075	0.783419
165	1.80299	2.92392	0.778701
166	1.21159	2.9136	0.774079
167	1.03532	2.90236	0.769525
168	1.11112	2.89169	0.765018
169	1.22011	2.8818	0.760556
170	1.35152	2.8728	0.756135
171	1.10739	2.86248	0.751784
172	1.09044	2.85217	0.747483
173	1.70059	2.84552	0.743192
174	1.44042	2.83744	0.738965
175	1.33866	2.82888	0.734792
176	1.06253	2.81884	0.730686
177	1.19982	2.80969	0.726615
178	1.46422	2.80214	0.722572
179	1.26045	2.79352	0.718586
180	1.52659	2.78648	0.714629
181	1.21837	2.77782	0.710733
182	1.52562	2.77094	0.706861
183	1.7444	2.76533	0.703021
184	1.31991	2.75748	0.699244
185	1.19405	2.74902	0.695515
186	1.06639	2.73998	0.691835
187	1.47248	2.7332	0.688168
188	1.26355	2.72538	0.684552
189	1.04628	2.7165	0.680988
190	1.139	2.7082	0.677455
191	2.45167	2.70685	0.673909
192	1.5	2.70057	0.670428
193	2.01338	2.69701	0.666964
194	1.31962	2.68991	0.663564
195	1.14879	2.682	0.660208
196	1.22399	2.67456	0.656882
197	1.40083	2.6681	0.653579
198	2.02673	2.66486	0.650286
199	1.85205	2.66078	0.647031
200	1.4867	2.65491	0.643823
201	1.79564	2.65063	0.640634
202	1.18454	2.64337	0.637503
203	1.54713	2.63797	0.634386
204	1.57619	2.63277	0.631297
205	1.56569	2.62756	0.628239
206	1.28912	2.62106	0.625223
207	1.2396	2.61439	0.622239
208	1.5376	2.60921	0.619269
209	1.91092	2.60587	0.616315
210	2.12208	2.60357	0.613384
211	2.1078	2.60122	0.610481
212	1.19212	2.59457	0.607638
213	1.43202	2.58911	0.60481
214	1.29928	2.58309	0.602014
215	2.09634	2.58082	0.599218
216	1.82855	2.57734	0.596454
217	1.40369	2.57193	0.59373
218	1.36977	2.56642	0.591032
219	1.27091	2.5605	0.588363
220	1.86738	2.55735	0.585697
221	1.26237	2.55149	0.583076
222	1.5824	2.54713	0.580466
223	1.98948	2.54463	0.577868
224	1.3868	2.53946	0.575311
225	1.54761	2.53505	0.572771
226	1.60073	2.53091	0.570252
227	1.33378	2.52564	0.567764
228	1.55863	2.5214	0.56529
229	1.50816	2.51698	0.562839
230	0.905003	2.50997	0.560435
231	1.63488	2.50618	0.558022
232	1.38404	2.50134	0.555637
233	1.77626	2.49823	0.553261
234	1.41968	2.49362	0.550916
235	0.809745	2.48646	0.548619
236	1.09329	2.48055	0.546326
237	1.97667	2.47843	0.544025
238	1.75551	2.47539	0.541747
239	1.7004	2.47215	0.53949
240	1.26775	2.46713	0.537266
241	1.22404	2.46197	0.535061
242	1.44355	2.45776	0.532867
243	1.32759	2.45311	0.530694
244	1.48024	2.44912	0.528534
245	1.75263	2.44628	0.526384
246	1.46327	2.44228	0.52426
247	1.41434	2.43812	0.522154
248	2.76067	2.43942	0.52005
249	1.17848	2.43436	0.517986
250	1.76859	2.4317	0.515921
251	1.98092	2.4299	0.513869
252	1.6364	2.42675	0.511839
253	1.41704	2.42276	0.509832
254	1.83293	2.42044	0.50783
255	1.27688	2.41595	0.505858
256	1.11371	2.41087	0.503908
257	2.01163	2.40931	0.501949
258	1.50358	2.4058	0.500016
259	1.48212	2.40224	0.498098
260	2.22144	2.40154	0.496183
261	1.21932	2.39701	0.494302
262	1.3001	2.39282	0.492434
263	0.96185	2.38738	0.490591
264	1.25474	2.38309	0.488752
265	1.84669	2.38107	0.486912
266	1.58122	2.37806	0.48509
267	1.52714	2.37488	0.483284
268	1.26128	2.37072	0.481499
269	1.7254	2.36832	0.479715
270	1.56152	2.36533	0.477947
271	1.19123	2.361	0.476203
272	1.3407	2.35725	0.474467
273	1.3709	2.35364	0.472743
274	1.85617	2.35182	0.471021
275	2.8234	2.35354	0.469311
276	2.16204	2.35284	0.467612
277	1.60194	2.35013	0.465931
278	2.35842	2.35016	0.464255
279	1.49346	2.34709	0.462601
280	1.18047	2.34292	0.460968
281	1.8481	2.34116	0.459331
282	1.20452	2.33713	0.45772
283	2.07732	2.33621	0.456103
284	1.11265	2.33191	0.454518
