1	0.122649	0.436503
16	0.0892255	0.331047
21	0.161885	0.288782
19	0.531779	0.786774
32	0.76513	0.887475
13	0.946134	0.970689
2	0.718362	0.993605
20	0.66912	0.933889
18	0.467877	0.965766
26	0.700237	0.695581
28	0.672342	0.476195
9	0.697613	0.459002
10	0.761477	0.344061
29	0.705242	0.302522
12	0.570321	0.505414
7	0.637529	0.746476
15	0.443718	0.630171
22	0.333275	0.505924
17	0.216868	0.763058
24	0.227589	0.7742
30	0.0850521	0.805404
11	0.21247	0.586029
8	0.201894	0.498086
3	0.33222	0.298436
6	0.381407	0.177061
33	0.452649	0.0652845
5	0.562598	0.0384401
31	0.717973	0.138268
23	0.679247	0.10398
25	0.751751	0.00474029
4	0.755839	0.084814
14	0.949315	0.319469
27	0.8217	0.414293
34	0.0711013	0.188962
