#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.886777	0.886777	0
2	0.880343	0.88356	0.00227479
3	0.892718	0.886613	0.00291761
4	0.891349	0.887797	0.00241654
5	0.885467	0.887331	0.00197766
6	0.888497	0.887525	0.00165756
7	0.87926	0.886344	0.00179265
8	0.884902	0.886164	0.00157761
9	0.882111	0.885714	0.0014652
10	0.881231	0.885265	0.00138557
11	0.888964	0.885602	0.00129976
12	0.881808	0.885285	0.00122928
13	0.883542	0.885151	0.00114201
14	0.883907	0.885063	0.00106389
15	0.883135	0.884934	0.00100069
16	0.887219	0.885077	0.00094829
17	0.886051	0.885134	0.000894236
18	0.889511	0.885377	0.000876991
19	0.887317	0.885479	0.000836755
20	0.879968	0.885204	0.000839068
21	0.886187	0.885251	0.000800416
22	0.886022	0.885286	0.000764801
23	0.887911	0.8854	0.000740015
24	0.883563	0.885323	0.000713127
25	0.884092	0.885274	0.000686299
26	0.886756	0.885331	0.000662266
27	0.879588	0.885118	0.00067103
28	0.88357	0.885063	0.000649339
29	0.885902	0.885092	0.000627593
30	0.887183	0.885162	0.000610532
31	0.886864	0.885217	0.000593302
32	0.892024	0.885429	0.000611715
33	0.890183	0.885573	0.0006099
34	0.879228	0.885387	0.000619861
35	0.884303	0.885356	0.000602924
36	0.87713	0.885127	0.000627983
37	0.88216	0.885047	0.000616111
38	0.888902	0.885149	0.000608193
39	0.882967	0.885093	0.000595164
40	0.891326	0.885248	0.000600339
41	0.881291	0.885152	0.000593403
42	0.885714	0.885165	0.000579426
43	0.889738	0.885272	0.000575627
44	0.887078	0.885313	0.000564007
45	0.884092	0.885286	0.000552125
46	0.880382	0.885179	0.000550318
47	0.893383	0.885354	0.000565613
48	0.887889	0.885406	0.000556291
49	0.888171	0.885463	0.000547791
50	0.889444	0.885542	0.000542593
51	0.885082	0.885533	0.000532029
52	0.883506	0.885494	0.000523225
53	0.88657	0.885515	0.000513746
54	0.886817	0.885539	0.000504798
55	0.88772	0.885578	0.000497175
56	0.881456	0.885505	0.000493716
57	0.886062	0.885515	0.000485151
58	0.890677	0.885604	0.000484882
59	0.887184	0.88563	0.000477404
60	0.884248	0.885607	0.000470003
61	0.885036	0.885598	0.000462391
62	0.886349	0.88561	0.000455092
63	0.884704	0.885596	0.000448096
64	0.885142	0.885589	0.00044115
65	0.884773	0.885576	0.000434542
66	0.886477	0.88559	0.000428172
67	0.888716	0.885636	0.000424316
68	0.892283	0.885734	0.000429188
69	0.889653	0.885791	0.000426708
70	0.885266	0.885783	0.000420678
71	0.885979	0.885786	0.000414762
72	0.884643	0.88577	0.000409305
73	0.887997	0.885801	0.000404834
74	0.880767	0.885733	0.000405037
75	0.887777	0.88576	0.000400552
76	0.892325	0.885846	0.000404488
77	0.880422	0.885776	0.000405323
78	0.884376	0.885758	0.000400524
79	0.886909	0.885773	0.000395719
80	0.89021	0.885828	0.000394641
81	0.880606	0.885764	0.000394999
82	0.884544	0.885749	0.000390462
83	0.88523	0.885742	0.000385808
84	0.886609	0.885753	0.000381353
85	0.884763	0.885741	0.000377044
86	0.885001	0.885733	0.000372758
87	0.887466	0.885752	0.000369005
88	0.889164	0.885791	0.000366844
89	0.887721	0.885813	0.000363362
90	0.880775	0.885757	0.00036361
91	0.891668	0.885822	0.00036537
92	0.88868	0.885853	0.000362717
93	0.888836	0.885885	0.000360232
94	0.885329	0.885879	0.000356449
95	0.878977	0.885806	0.000360024
96	0.884621	0.885794	0.000356486
97	0.885326	0.885789	0.000352843
98	0.883672	0.885768	0.000349904
99	0.885128	0.885761	0.000346429
100	0.886742	0.885771	0.000343104
