#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.1251	-5.1251	0
2	-5.02699	-5.07604	0.0346886
3	-5.02664	-5.05958	0.0267501
55	-0.424665	-0.406876	0.00468728
4	-5.02011	-5.04971	0.0218068
5	-5.0754	-5.05485	0.0180407
56	-0.455357	-0.407742	0.00468284
6	-4.9998	-5.04567	0.0172097
57	-0.400548	-0.407616	0.00460239
7	-5.04174	-5.04511	0.0147603
8	-5.03348	-5.04366	0.0129867
58	-0.409006	-0.40764	0.0045231
9	-5.02054	-5.04109	0.011795
10	-5.04695	-5.04167	0.0106301
59	-0.37712	-0.407122	0.00447592
11	-5.01965	-5.03967	0.00985038
12	-5.03845	-5.03957	0.00903005
60	-0.45941	-0.407994	0.00448535
13	-5.00212	-5.03669	0.00878283
61	-0.415276	-0.408113	0.00441341
14	-5.03732	-5.03674	0.00815561
15	-5.05984	-5.03828	0.00775605
62	-0.433797	-0.408527	0.00436163
16	-5.05425	-5.03927	0.00733531
17	-5.04407	-5.03956	0.00690924
63	-0.463857	-0.409406	0.00437992
18	-5.04893	-5.04008	0.00654499
64	-0.433313	-0.409779	0.00432739
19	-4.9894	-5.03741	0.00672208
20	-5.00694	-5.03589	0.00655632
65	-0.411656	-0.409808	0.00426091
66	-0.372553	-0.409244	0.00423357
67	-0.36626	-0.408602	0.00421871
