#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
28	1.2	1.2	5.63211e-09
1	1.08653	1.08653	0
35	1.24823	1.22477	0.00350014
2	1.07582	1.08117	0.00378865
29	1.2	1.2	4.79272e-09
3	1.08491	1.08242	0.00272279
14	0.8	0.8	2.81605e-09
36	1.22327	1.22472	0.00340316
30	1.2	1.2	4.71216e-09
5	0.991452	1.0169	0.0109019
4	1.08319	1.08261	0.00204891
11	1.1	1.1	4.49287e-09
6	1.00121	1.01429	0.00939349
15	0.8	0.8	3.84746e-09
5	1.08563	1.08322	0.00172557
31	1.2	1.2	2.67633e-09
37	1.22273	1.22467	0.00331161
7	1.01324	1.01414	0.00805277
6	1.08379	1.08331	0.00144062
32	1.2	1.2	2.63418e-09
12	1.1	1.1	4.30159e-09
16	0.8	0.8	3.72529e-09
8	1.01133	1.01379	0.00705381
7	1.07989	1.08282	0.00131528
38	1.24153	1.22511	0.00325405
33	1.2	1.2	2.59396e-09
8	1.07966	1.08243	0.00120867
9	0.999469	1.0122	0.00644698
13	1.1	1.1	0
17	0.8	0.8	3.61406e-09
39	1.26049	1.22602	0.00329461
9	1.07918	1.08207	0.00112703
10	1.00495	1.01147	0.00584291
34	1.2	1.2	5.11106e-09
10	1.08065	1.08192	0.00102317
11	1.00267	1.01067	0.00536628
14	1.1	1.1	0
35	1.2	1.2	5.03751e-09
40	1.23217	1.22617	0.00321583
18	0.8	0.8	3.51224e-09
11	1.08304	1.08203	0.000935154
12	1.00736	1.0104	0.00492619
36	1.2	1.2	4.96705e-09
12	1.08758	1.08249	0.000965007
13	0.990619	1.00887	0.00477637
41	1.24765	1.2267	0.00317975
15	1.1	1.1	0
19	0.8	0.8	4.83458e-09
13	1.07756	1.08211	0.000962431
37	1.2	1.2	4.89947e-09
14	0.97332	1.00633	0.00506555
14	1.07819	1.08183	0.000933535
42	1.19066	1.22584	0.00321772
16	1.1	1.1	0
15	0.969029	1.00385	0.00530334
20	0.8	0.8	4.71216e-09
38	1.2	1.2	6.83712e-09
15	1.08807	1.08225	0.0009595
16	1.01261	1.0044	0.0050001
16	1.08306	1.0823	0.000900892
43	1.18875	1.22498	0.00325643
39	1.2	1.2	6.7489e-09
17	1.1	1.1	0
21	0.8	0.8	4.5986e-09
17	0.997588	1.00399	0.00472199
17	1.08117	1.08223	0.000850338
40	1.2	1.2	6.664e-09
18	0.998106	1.00367	0.00447097
44	1.22949	1.22508	0.00318403
18	1.08574	1.08243	0.000825129
18	1.1	1.1	4.96705e-09
22	0.8	0.8	5.02318e-09
19	1.00657	1.00382	0.00423827
41	1.2	1.2	6.58223e-09
19	1.07174	1.08186	0.000954348
45	1.24453	1.22551	0.00314248
20	0.977785	1.00252	0.00422154
20	1.08162	1.08185	0.000906709
23	0.8	0.8	4.91277e-09
42	1.2	1.2	6.8979e-09
46	1.23206	1.22566	0.00307739
43	1.2	1.2	7.53672e-09
24	0.8	0.8	4.80933e-09
47	1.23357	1.22582	0.00301652
44	1.2	1.2	7.45058e-09
25	0.8	0.8	4.21468e-09
26	0.8	0.8	5.06167e-09
