#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.57947	-3.57947	0
2	-3.57899	-3.57923	0.000169098
3	-3.57945	-3.5793	0.000127601
4	-3.57773	-3.57891	0.000353484
5	-3.57721	-3.57857	0.000414946
6	-3.57896	-3.57864	0.000350744
7	-3.57699	-3.5784	0.000371321
8	-3.57591	-3.57809	0.000436245
9	-3.57792	-3.57807	0.000388176
10	-3.57892	-3.57816	0.00035857
11	-3.57834	-3.57817	0.000326374
12	-3.579	-3.57824	0.000306398
13	-3.5788	-3.57828	0.000285872
14	-3.57937	-3.57836	0.000275737
15	-3.57697	-3.57827	0.000272578
16	-3.57845	-3.57828	0.000255776
17	-3.57976	-3.57837	0.000255041
18	-3.57823	-3.57836	0.000240982
19	-3.57836	-3.57836	0.000228299
20	-3.57783	-3.57833	0.000218445
