#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
28	1.8	1.8	1.19475e-08
1	1.6298	1.6298	0
35	1.87234	1.83715	0.00525021
2	1.61373	1.62176	0.00568298
29	1.8	1.8	1.17397e-08
3	1.62737	1.62363	0.00408419
14	1.2	1.2	3.9825e-09
36	1.83491	1.83709	0.00510474
30	1.8	1.8	1.27606e-08
5	1.48718	1.52536	0.0163529
4	1.62479	1.62392	0.00307337
11	1.65	1.65	1.55638e-08
6	1.50182	1.52143	0.0140902
15	1.2	1.2	6.664e-09
5	1.62844	1.62482	0.00258835
31	1.8	1.8	1.31113e-08
37	1.8341	1.83701	0.00496741
7	1.51985	1.52121	0.0120792
6	1.62568	1.62497	0.00216093
32	1.8	1.8	1.29048e-08
12	1.65	1.65	1.49012e-08
16	1.2	1.2	6.45239e-09
8	1.517	1.52068	0.0105807
7	1.61983	1.62423	0.00197291
38	1.8623	1.83767	0.00488108
33	1.8	1.8	1.27078e-08
8	1.6195	1.62364	0.00181301
9	1.4992	1.51829	0.00967047
13	1.65	1.65	1.43166e-08
17	1.2	1.2	6.25974e-09
39	1.89073	1.83903	0.00494192
9	1.61877	1.6231	0.00169054
10	1.50742	1.51721	0.00876436
34	1.8	1.8	1.30307e-08
10	1.62098	1.62289	0.00153476
11	1.504	1.51601	0.00804942
14	1.65	1.65	1.37958e-08
35	1.8	1.8	1.3328e-08
40	1.84825	1.83926	0.00482374
18	1.2	1.2	8.60319e-09
11	1.62456	1.62304	0.00140273
12	1.51104	1.51559	0.00738928
36	1.8	1.8	1.26636e-08
12	1.63137	1.62373	0.00144751
13	1.48593	1.51331	0.00716455
41	1.87147	1.84005	0.00476962
15	1.65	1.65	1.3328e-08
19	1.2	1.2	8.37373e-09
13	1.61634	1.62316	0.00144365
37	1.8	1.8	1.24913e-08
14	1.45998	1.5095	0.00759832
14	1.61728	1.62274	0.0014003
42	1.78599	1.83876	0.00482658
16	1.65	1.65	1.29048e-08
15	1.45354	1.50577	0.00795501
20	1.2	1.2	8.1617e-09
38	1.8	1.8	1.23258e-08
15	1.6321	1.62337	0.00143925
16	1.51892	1.50659	0.00750016
16	1.6246	1.62345	0.00135134
43	1.78313	1.83747	0.00488465
39	1.8	1.8	1.2626e-08
17	1.65	1.65	1.25195e-08
21	1.2	1.2	7.96501e-09
17	1.49638	1.50599	0.00708298
17	1.62175	1.62335	0.00127551
40	1.8	1.8	1.24672e-08
18	1.49716	1.5055	0.00670646
44	1.84423	1.83762	0.00477605
18	1.62861	1.62364	0.00123769
18	1.65	1.65	1.21667e-08
22	1.2	1.2	8.98574e-09
19	1.50986	1.50573	0.00635741
41	1.8	1.8	1.23142e-08
19	1.60761	1.62279	0.00143152
45	1.8668	1.83827	0.00471373
20	1.46668	1.50378	0.00633231
20	1.62243	1.62278	0.00136006
23	1.2	1.2	8.78823e-09
42	1.8	1.8	1.21667e-08
46	1.84809	1.83848	0.00461609
43	1.8	1.8	1.24465e-08
24	1.2	1.2	8.60319e-09
47	1.85036	1.83874	0.00452478
44	1.8	1.8	1.23042e-08
25	1.2	1.2	7.88495e-09
26	1.2	1.2	7.73183e-09
