#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.27751	-5.27751	0
2	-5.18398	-5.23074	0.0330685
3	-5.17744	-5.21297	0.0263909
4	-5.17064	-5.20239	0.0218119
5	-5.19976	-5.20186	0.0174559
21	-0.376896	-0.397245	0.00636519
6	-5.16915	-5.19641	0.0153746
22	-0.430746	-0.398768	0.00625536
7	-5.14612	-5.18923	0.0147616
8	-5.19472	-5.18991	0.0129323
23	-0.451686	-0.401069	0.00639252
9	-5.22728	-5.19407	0.0121434
10	-5.19675	-5.19433	0.010932
24	-0.513551	-0.405756	0.00765378
11	-5.20079	-5.19492	0.00995395
25	-0.467906	-0.408242	0.00774085
12	-5.20432	-5.1957	0.00915525
13	-5.1853	-5.1949	0.00848588
26	-0.449969	-0.409846	0.00760768
14	-5.17477	-5.19347	0.00800073
15	-5.15875	-5.19115	0.00779489
27	-0.411742	-0.409917	0.00732624
16	-5.17841	-5.19036	0.00734827
17	-5.18109	-5.18981	0.00693622
28	-0.348813	-0.407734	0.00738245
18	-5.20177	-5.19047	0.0065826
29	-0.410014	-0.407813	0.0071283
19	-5.1776	-5.1898	0.00627094
20	-5.16399	-5.18851	0.00608873
30	-0.396946	-0.407451	0.00689989
31	-0.474547	-0.409615	0.00700856
32	-0.411291	-0.409668	0.00678974
33	-0.4182	-0.409926	0.00658891
