#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.11729	-5.11729	0
2	-5.03394	-5.07562	0.0294683
3	-4.99788	-5.0497	0.0288714
4	-5.06167	-5.0527	0.0218081
5	-4.99166	-5.04049	0.0205813
68	-0.382612	-0.40822	0.00417395
6	-5.0321	-5.03909	0.0171984
7	-5.05071	-5.04075	0.0148214
69	-0.406065	-0.408189	0.00411358
8	-5.02987	-5.03939	0.013031
9	-5.04913	-5.04047	0.011628
70	-0.423128	-0.408402	0.00406034
10	-4.99995	-5.03642	0.0111491
71	-0.408572	-0.408404	0.00400316
11	-5.05465	-5.03808	0.010258
12	-5.01506	-5.03616	0.0095809
72	-0.415228	-0.408499	0.00394868
13	-5.04894	-5.03714	0.00889423
14	-5.0097	-5.03518	0.00847214
73	-0.393318	-0.408291	0.00390006
15	-4.99135	-5.03226	0.00839629
16	-5.10026	-5.03651	0.00888217
74	-0.387456	-0.40801	0.00385751
17	-5.0283	-5.03603	0.00837282
75	-0.426064	-0.40825	0.00381358
18	-5.02724	-5.03554	0.00792189
19	-5.04444	-5.03601	0.00751877
76	-0.447695	-0.408769	0.00379855
20	-5.00146	-5.03428	0.00733857
77	-0.4035	-0.408701	0.00374983
78	-0.428296	-0.408952	0.00371017
79	-0.454743	-0.409532	0.0037082
80	-0.488663	-0.410521	0.00379148
