#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.44357	-3.44357	0
42	1.41328	1.41324	1.12959e-05
2	-3.44217	-3.44287	0.000495675
43	1.41321	1.41324	1.10466e-05
3	-3.44329	-3.44301	0.000349833
4	-3.44329	-3.44308	0.000269356
44	1.41312	1.41323	1.11213e-05
5	-3.44179	-3.44282	0.00031567
6	-3.44342	-3.44292	0.000278657
45	1.41338	1.41324	1.13585e-05
7	-3.44231	-3.44283	0.000252286
46	1.41324	1.41324	1.11117e-05
8	-3.44153	-3.44267	0.000268046
9	-3.44126	-3.44251	0.00028034
47	1.41322	1.41324	1.0883e-05
10	-3.44269	-3.44253	0.000252886
11	-3.44334	-3.44261	0.000240288
48	1.4133	1.41324	1.07363e-05
12	-3.4425	-3.4426	0.000220434
13	-3.44262	-3.4426	0.000203486
49	1.41326	1.41324	1.05232e-05
14	-3.44172	-3.44254	0.000198365
50	1.41327	1.41324	1.03311e-05
15	-3.44497	-3.4427	0.000242745
16	-3.44404	-3.44278	0.000241603
51	1.41332	1.41324	1.02589e-05
17	-3.44467	-3.44289	0.000251508
18	-3.44202	-3.44284	0.000242205
52	1.41305	1.41324	1.07284e-05
19	-3.4434	-3.44287	0.000231206
53	1.41327	1.41324	1.05456e-05
20	-3.44208	-3.44283	0.00022301
54	1.41314	1.41324	1.05036e-05
