#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.921719	0.921719	0
2	0.877516	0.899617	0.0156279
3	0.877001	0.892079	0.0121011
4	0.873069	0.887326	0.00996542
5	0.882595	0.88638	0.00801714
6	0.883389	0.885881	0.00669643
7	0.897392	0.887526	0.00593827
8	0.890336	0.887877	0.00520637
9	0.868569	0.885732	0.0050506
10	0.88147	0.885306	0.00456349
11	0.8782	0.88466	0.00419409
12	0.88305	0.884525	0.00384672
13	0.889315	0.884894	0.00356842
14	0.882143	0.884697	0.00331894
15	0.904907	0.886045	0.00336002
16	0.88429	0.885935	0.00315181
17	0.888433	0.886082	0.00296983
18	0.874345	0.88543	0.00287554
19	0.881111	0.885203	0.00273317
20	0.874101	0.884648	0.00265227
