#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.71947	1.71947	0
2	1.62157	1.67052	0.0346133
3	1.62157	1.6542	0.0266459
55	1.8379	1.82011	0.00468163
4	1.61627	1.64472	0.0216065
5	1.67092	1.64996	0.0179095
56	1.86849	1.82098	0.00467707
6	1.59889	1.64145	0.0168258
57	1.81371	1.82085	0.00459675
7	1.63629	1.64071	0.0144382
8	1.62893	1.63924	0.0127083
58	1.82224	1.82087	0.00451756
9	1.61695	1.63676	0.0115351
10	1.64382	1.63747	0.0104032
59	1.79023	1.82035	0.00447074
11	1.61212	1.63516	0.00970924
12	1.63285	1.63497	0.00890205
60	1.87244	1.82122	0.00447972
13	1.59647	1.63201	0.00869589
61	1.82831	1.82134	0.00440779
14	1.6322	1.63202	0.00807476
15	1.65482	1.63354	0.00767819
62	1.84688	1.82175	0.00435591
16	1.64989	1.63456	0.00726596
17	1.63944	1.63485	0.00684421
63	1.87694	1.82263	0.00437397
18	1.64365	1.63534	0.00648141
64	1.8465	1.823	0.0043215
19	1.58627	1.63276	0.006635
20	1.60347	1.63129	0.00646282
65	1.82482	1.82303	0.0042551
66	1.78573	1.82246	0.00422799
67	1.77961	1.82182	0.00421298
