#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
28	-0.410894	-0.411223	0.000362342
1	-6.29715	-6.29715	0
35	-0.438593	-0.403346	0.00525566
2	-6.27999	-6.28857	0.00606713
29	-0.411645	-0.411238	0.000350139
3	-6.29432	-6.29049	0.00433706
14	-6.69197	-6.6867	0.00125649
36	-0.401059	-0.403283	0.00511005
30	-0.412003	-0.411263	0.000339395
5	-5.1029	-5.14105	0.0165576
4	-6.29142	-6.29072	0.00325909
11	-5.03603	-5.03318	0.00229841
6	-5.11777	-5.13717	0.0142454
15	-6.69424	-6.6872	0.0012692
5	-6.29541	-6.29166	0.00273899
31	-0.40774	-0.41115	0.00034695
37	-0.400257	-0.403201	0.0049726
7	-5.13711	-5.13716	0.0122103
6	-6.29193	-6.29171	0.00228286
32	-0.41075	-0.411137	0.000336333
12	-5.04096	-5.03382	0.00219638
16	-6.68491	-6.68706	0.00119793
8	-5.13116	-5.13641	0.0107071
7	-6.28698	-6.29103	0.00205411
38	-0.428469	-0.403866	0.00488599
33	-0.409458	-0.411086	0.000329968
8	-6.2853	-6.29031	0.00191829
9	-5.11043	-5.13353	0.00989887
13	-5.03402	-5.03384	0.00202748
17	-6.68805	-6.68712	0.00112888
39	-0.456935	-0.405227	0.00494657
9	-6.28641	-6.28988	0.00175357
10	-5.12119	-5.13229	0.0089855
34	-0.414019	-0.411173	0.000331347
10	-6.28722	-6.28961	0.00159825
11	-5.11936	-5.13112	0.00824518
14	-5.03845	-5.03417	0.00190918
35	-0.411407	-0.411179	0.000321947
40	-0.414424	-0.405457	0.00482825
18	-6.68416	-6.68695	0.00107804
11	-6.29101	-6.28974	0.00145797
12	-5.12752	-5.13082	0.00756354
36	-0.410369	-0.411157	0.000313789
12	-6.29689	-6.29034	0.00145315
13	-5.09895	-5.12837	0.00736838
41	-0.437597	-0.406241	0.0047737
15	-5.03032	-5.03391	0.00179908
19	-6.68808	-6.68701	0.00102292
13	-6.28269	-6.28975	0.00145558
37	-0.407015	-0.411045	0.000324663
14	-5.07195	-5.12434	0.00786716
14	-6.28348	-6.2893	0.00141886
42	-0.352098	-0.404951	0.00483096
16	-5.0558	-5.03528	0.00214442
15	-5.06768	-5.12056	0.00819947
20	-6.67917	-6.68662	0.00104426
38	-0.409698	-0.411009	0.000318049
15	-6.29755	-6.28985	0.00142681
16	-5.13562	-5.1215	0.00774088
16	-6.29122	-6.28994	0.00134022
43	-0.349264	-0.403656	0.00488912
39	-0.411851	-0.411031	0.000310626
17	-5.03708	-5.03539	0.00202089
21	-6.68586	-6.68658	0.000995157
17	-5.11444	-5.12109	0.00729667
17	-6.28974	-6.28992	0.00126143
40	-0.40814	-0.410959	0.000311155
18	-5.11282	-5.12063	0.00690573
44	-0.410418	-0.40381	0.00478042
18	-6.29507	-6.29021	0.00122332
18	-5.04477	-5.03591	0.00197472
22	-6.68016	-6.68629	0.000991812
19	-5.12683	-5.12095	0.00654999
41	-0.411725	-0.410977	0.000304127
19	-6.2757	-6.28945	0.00137679
45	-0.432928	-0.404457	0.00471778
20	-5.08235	-5.11902	0.00650064
20	-6.28901	-6.28942	0.00130813
23	-6.68042	-6.68604	0.000980966
42	-0.41012	-0.410957	0.00029757
46	-0.414254	-0.40467	0.00462002
43	-0.408727	-0.410905	0.000295135
24	-6.68522	-6.686	0.000940676
47	-0.416617	-0.404924	0.00452871
44	-0.407673	-0.410832	0.000297428
25	-6.68416	-6.68593	0.000905926
26	-6.68594	-6.68593	0.000871083
