#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.19278	-5.19278	0
2	-5.10879	-5.15078	0.0296921
3	-5.08038	-5.12732	0.0275499
4	-5.05987	-5.11045	0.0253015
5	-5.09498	-5.10736	0.0204297
6	-5.10756	-5.10739	0.0170247
7	-5.08868	-5.10472	0.014801
8	-5.11322	-5.10578	0.012989
9	-5.08777	-5.10378	0.0116989
10	-5.11087	-5.10449	0.0105504
11	-5.10418	-5.10446	0.00959135
12	-5.12466	-5.10614	0.00893861
13	-5.14409	-5.10906	0.00871462
14	-5.1145	-5.10945	0.0081008
15	-5.10317	-5.10903	0.00757156
16	-5.08419	-5.10748	0.00725575
17	-5.12121	-5.10829	0.00687373
18	-5.1152	-5.10867	0.00650256
19	-5.11358	-5.10893	0.00616544
20	-5.09117	-5.10804	0.0059208
