#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.63895	1.63895	0
2	1.56231	1.60063	0.0270945
3	1.56389	1.58839	0.0206459
4	1.56886	1.5835	0.0160513
5	1.57183	1.58117	0.0130097
6	1.54151	1.57456	0.0124073
7	1.54864	1.57086	0.0111737
34	1.85909	1.82422	0.00647186
8	1.51712	1.56414	0.0116221
9	1.53096	1.56045	0.0108999
35	1.82661	1.82428	0.00628731
10	1.61007	1.56541	0.0108809
36	1.77703	1.82297	0.00624815
11	1.55708	1.56466	0.00991803
12	1.55041	1.56347	0.00916229
37	1.79345	1.82217	0.00613001
13	1.5563	1.56292	0.00847408
14	1.53113	1.56065	0.00816735
38	1.82903	1.82235	0.00597135
15	1.55328	1.56016	0.00763762
39	1.7813	1.8213	0.0059103
16	1.54705	1.55934	0.00720407
17	1.54252	1.55835	0.00684786
40	1.78809	1.82047	0.00582058
18	1.51391	1.55588	0.00689804
19	1.54616	1.55537	0.00655394
41	1.83292	1.82077	0.00568654
20	1.55215	1.55521	0.00622822
