#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.929143	0.929143	0
2	0.890252	0.909697	0.0137502
3	0.872325	0.89724	0.0136928
4	0.902746	0.898616	0.0103385
5	0.871066	0.893106	0.00962785
68	0.0597648	0.0606162	0.000138061
6	0.889525	0.892509	0.0080417
7	0.899248	0.893472	0.00695027
69	0.0605521	0.0606153	0.000136064
8	0.8881	0.892801	0.00611384
9	0.899658	0.893563	0.0054818
70	0.0611183	0.0606225	0.000134309
10	0.874035	0.89161	0.00526998
71	0.0606353	0.0606226	0.000132418
11	0.898991	0.892281	0.00483341
12	0.881141	0.891352	0.00451889
72	0.0608599	0.0606259	0.00013062
13	0.897288	0.891809	0.00419428
14	0.879739	0.890947	0.00398232
73	0.0601263	0.0606191	0.00012901
15	0.869889	0.889543	0.00395656
16	0.921857	0.891563	0.00419318
74	0.059937	0.0606099	0.000127595
17	0.888389	0.891376	0.00395068
75	0.0612036	0.0606178	0.000126139
18	0.886453	0.891102	0.00374065
19	0.895939	0.891357	0.00355242
76	0.0619137	0.0606348	0.000125627
20	0.87275	0.890427	0.0034945
77	0.0604446	0.0606324	0.000124019
78	0.0612786	0.0606406	0.000122706
79	0.0621357	0.0606596	0.000122603
80	0.0632709	0.0606922	0.000125341
