#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
8	0.504454	0.50334	0.000245583
13	0.434814	0.445948	0.00510537
1	0.0599015	0.0599015	0
5	0.0614523	0.0605122	0.000430474
2	0.059906	0.0599037	1.61736e-06
9	0.501435	0.503129	0.000295789
14	0.435874	0.445229	0.00479115
3	0.0598989	0.0599021	1.69696e-06
10	0.504547	0.503271	0.000298271
4	0.059902	0.0599021	1.27304e-06
6	0.0615284	0.0606815	0.000390629
15	0.435876	0.444605	0.00451213
5	0.0599018	0.0599021	1.01952e-06
11	0.502283	0.503181	0.000284348
6	0.0599042	0.0599024	9.0858e-07
16	0.433168	0.44389	0.00428636
7	0.0599007	0.0599022	8.09012e-07
12	0.502787	0.503148	0.000262535
7	0.0620721	0.0608802	0.000382013
8	0.0599021	0.0599022	7.07937e-07
17	0.441827	0.443769	0.00403594
9	0.059901	0.059902	6.40279e-07
13	0.502977	0.503135	0.000242669
10	0.059904	0.0599022	6.06353e-07
18	0.431718	0.4431	0.00386686
8	0.0633686	0.0611912	0.000443155
11	0.0599045	0.0599024	5.85518e-07
14	0.503401	0.503154	0.00022608
12	0.0598985	0.0599021	6.22696e-07
19	0.438515	0.442858	0.00367086
13	0.059899	0.0599019	6.19989e-07
15	0.505333	0.503299	0.000253416
14	0.0599013	0.0599018	5.77057e-07
9	0.0617819	0.0612569	0.000398745
16	0.50098	0.503154	0.00027593
20	0.439491	0.44269	0.00349118
15	0.0599037	0.059902	5.51844e-07
16	0.0599044	0.0599021	5.38749e-07
17	0.501414	0.503052	0.000278042
17	0.0599019	0.0599021	5.07222e-07
10	0.0598913	0.0611203	0.000381537
18	0.0599005	0.059902	4.86301e-07
18	0.503857	0.503097	0.000266169
19	0.0599006	0.0599019	4.66348e-07
19	0.5037	0.503128	0.00025405
11	0.0590519	0.0609323	0.00039045
20	0.0599023	0.0599019	4.43371e-07
20	0.501702	0.503057	0.000251162
12	0.0604719	0.0608939	0.000359793
