N_BLOCK:	ACCEPTANCE:
1	1
2	1
3	1
55	1
4	1
5	1
56	1
6	1
57	1
7	1
8	1
58	1
9	1
10	1
59	1
11	1
12	1
60	1
13	1
61	1
14	1
15	1
62	1
16	1
17	1
63	1
18	1
64	1
19	1
20	1
65	1
66	1
67	1
