#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
28	0.0598994	0.0599014	2.69704e-07
1	1.29456	1.29456	0
35	0.062309	0.0611427	0.000174016
2	1.28368	1.28912	0.00384677
29	0.0599021	0.0599015	2.61477e-07
3	1.29294	1.2904	0.00276723
14	0.959253	0.959533	6.42229e-05
36	0.0610671	0.0611406	0.000169195
30	0.0599012	0.0599015	2.52866e-07
5	0.800927	0.819677	0.00784973
4	1.29122	1.2906	0.00208309
11	0.891384	0.891329	0.000100143
6	0.808862	0.817874	0.00674521
15	0.959153	0.959507	6.47445e-05
5	1.29374	1.29123	0.00175812
31	0.0599035	0.0599015	2.52717e-07
37	0.0610415	0.0611379	0.000164644
7	0.817828	0.817868	0.00578161
6	1.2918	1.29133	0.00146769
32	0.0599002	0.0599015	2.4836e-07
12	0.890809	0.891286	0.000100765
16	0.959633	0.959515	6.11771e-05
8	0.816569	0.817705	0.00506119
7	1.28786	1.29083	0.00133901
38	0.0619813	0.0611601	0.0001618
33	0.0598998	0.0599014	2.45883e-07
8	1.28736	1.2904	0.00123992
9	0.808323	0.816663	0.00460495
13	0.891374	0.891293	9.32402e-05
17	0.959476	0.959513	5.76215e-05
39	0.0628963	0.0612046	0.000163661
9	1.28691	1.29001	0.00116101
10	0.811372	0.816134	0.00417474
34	0.0599037	0.0599015	2.47319e-07
10	1.28853	1.28986	0.00105428
11	0.809396	0.815521	0.00383989
14	0.891088	0.891278	8.77206e-05
35	0.0599013	0.0599015	2.40294e-07
40	0.0615174	0.0612125	0.000159756
18	0.959652	0.959521	5.49386e-05
11	1.29093	1.28996	0.00096289
12	0.813223	0.81533	0.00352467
36	0.0599002	0.0599015	2.36199e-07
12	1.29588	1.29045	0.00100119
13	0.801136	0.814238	0.00341846
41	0.062272	0.0612383	0.000157936
15	0.891415	0.891287	8.23468e-05
19	0.959452	0.959517	5.21644e-05
13	1.28569	1.29009	0.000988942
37	0.0599036	0.0599015	2.36614e-07
14	0.789505	0.812471	0.00360196
14	1.28612	1.2898	0.000958094
42	0.0594472	0.0611956	0.000159829
16	0.890385	0.891231	9.4546e-05
15	0.785085	0.810645	0.00379646
20	0.95991	0.959537	5.31263e-05
38	0.0599016	0.0599015	2.30391e-07
15	1.29621	1.29023	0.000984918
16	0.816957	0.81104	0.00357962
16	1.29132	1.2903	0.000925734
43	0.0593688	0.0611532	0.00016166
39	0.059901	0.0599015	2.24923e-07
17	0.891194	0.891229	8.90095e-05
21	0.959568	0.959538	5.06174e-05
17	0.80499	0.810684	0.00338669
17	1.28913	1.29023	0.000873815
40	0.0599051	0.0599016	2.36365e-07
18	0.805605	0.810402	0.00321027
44	0.0613919	0.0611586	0.000158077
18	1.29368	1.29042	0.000845992
18	0.890848	0.891208	8.65472e-05
22	0.959863	0.959553	5.04291e-05
19	0.812417	0.810508	0.00304306
41	0.0599009	0.0599016	2.31137e-07
19	1.27945	1.28984	0.000978827
45	0.062134	0.0611803	0.000156043
20	0.791873	0.809576	0.0030302
20	1.28937	1.28982	0.000930173
23	0.959859	0.959566	4.99597e-05
42	0.0599031	0.0599016	2.2844e-07
46	0.0614892	0.061187	0.000152795
43	0.0599005	0.0599016	2.24584e-07
24	0.959622	0.959568	4.79329e-05
47	0.0615916	0.0611956	0.000149787
44	0.059902	0.0599016	2.19668e-07
25	0.959664	0.959572	4.61686e-05
26	0.959555	0.959572	4.43978e-05
