#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.07042	1.07042	0
2	1.0472	1.05881	0.00820866
8	1.81175	1.82395	0.00674465
3	0.98499	1.0342	0.020824
4	0.987651	1.02257	0.0185879
9	1.81881	1.82338	0.00601938
5	0.997697	1.01759	0.0155215
6	0.971299	1.00988	0.0147279
10	1.76819	1.81786	0.00753363
7	0.977171	1.0052	0.0133445
11	1.82279	1.81831	0.00686208
8	0.988767	1.00315	0.0118335
9	0.980209	1.0006	0.0107898
12	1.80709	1.81737	0.00635365
10	0.992947	0.999836	0.00973789
11	0.997739	0.999645	0.00885449
13	1.8148	1.81717	0.00586799
12	0.957925	0.996168	0.00877267
13	0.978217	0.994787	0.0082058
14	1.8126	1.81685	0.00545794
14	0.97322	0.993247	0.00776294
15	1.76591	1.81345	0.00605914
15	0.984903	0.992691	0.00726531
16	1.00299	0.993334	0.00683969
16	1.73971	1.80884	0.00722374
17	0.993878	0.993366	0.00643743
18	1.00153	0.99382	0.00609577
17	1.77723	1.80698	0.00703405
19	0.98762	0.993494	0.00578367
18	1.85439	1.80962	0.00711932
20	0.981226	0.99288	0.00552691
19	1.8157	1.80994	0.00675182
20	1.84163	1.81152	0.00659752
