#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.63093	-5.63093	0
2	-5.63143	-5.63118	0.000177784
3	-5.62163	-5.628	0.0026018
4	-5.57525	-5.61481	0.0115854
5	-5.56019	-5.60389	0.0134671
6	-5.53305	-5.59208	0.0155599
7	-5.54701	-5.58564	0.0146089
8	-5.52608	-5.5782	0.014557
9	-5.53428	-5.57332	0.0137332
10	-5.52927	-5.56891	0.0130471
11	-5.5266	-5.56507	0.0124151
12	-5.53437	-5.56251	0.011641
13	-5.53403	-5.56032	0.0109498
14	-5.53893	-5.55879	0.0102736
15	-5.54201	-5.55767	0.00964946
16	-5.53318	-5.55614	0.00916695
17	-5.55083	-5.55583	0.00863304
18	-5.53021	-5.5544	0.00826988
19	-5.54556	-5.55394	0.00784772
20	-5.54403	-5.55344	0.00747095
