N_BLOCK:	ACCEPTANCE:
8	1
13	1
1	0.630889
5	1
2	0.631579
9	1
14	1
3	0.630323
10	1
4	0.630808
6	1
15	1
5	0.630592
11	1
6	0.630311
16	1
7	0.630097
12	1
7	1
8	0.630057
17	1
9	0.630042
13	1
10	0.630229
18	1
8	1
11	0.63043
14	1
12	0.63047
19	1
13	0.630528
15	1
14	0.630498
9	1
16	1
20	1
15	0.630463
16	0.630463
17	1
17	0.630423
10	1
18	0.630465
18	1
19	0.630625
19	1
11	1
20	0.630873
20	1
12	1
