#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.713614	0.713614	0
2	0.698136	0.705875	0.00547244
8	1.20783	1.21597	0.00449644
3	0.65666	0.68947	0.0138826
4	0.658434	0.681711	0.0123919
9	1.21254	1.21559	0.00401292
5	0.665132	0.678395	0.0103477
6	0.647533	0.673251	0.00981861
10	1.1788	1.21191	0.00502242
7	0.651448	0.670137	0.00889631
11	1.21519	1.21221	0.00457472
8	0.659178	0.668767	0.00788903
9	0.653472	0.667067	0.00719317
12	1.20472	1.21158	0.00423576
10	0.661965	0.666557	0.00649193
11	0.66516	0.66643	0.00590299
13	1.20987	1.21145	0.00391199
12	0.638616	0.664112	0.00584844
13	0.652145	0.663192	0.00547054
14	1.2084	1.21123	0.00363863
14	0.648813	0.662165	0.00517529
15	1.17727	1.20897	0.00403942
15	0.656602	0.661794	0.00484354
16	0.66866	0.662223	0.00455979
16	1.15981	1.2059	0.00481583
17	0.662585	0.662244	0.00429162
18	0.66769	0.662547	0.00406385
17	1.18482	1.20466	0.00468937
19	0.658413	0.662329	0.00385578
18	1.23626	1.20641	0.00474622
20	0.654151	0.66192	0.00368461
19	1.21047	1.20663	0.00450121
20	1.22775	1.20768	0.00439835
