#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
8	-6.58352	-6.58387	0.000288559
13	-4.70013	-4.70153	0.000306694
1	1.39067	1.39067	0
5	1.43389	1.43386	2.34733e-05
2	1.39064	1.39065	1.1568e-05
9	-6.5831	-6.58378	0.000268683
14	-4.70106	-4.7015	0.000286597
3	1.3878	1.3897	0.000777617
10	-6.58446	-6.58385	0.000250206
4	1.39201	1.39028	0.000768289
6	1.43378	1.43384	2.24724e-05
15	-4.70246	-4.70156	0.000274565
5	1.38699	1.38962	0.000851271
11	-6.58311	-6.58378	0.000236457
6	1.38507	1.38886	0.000991597
16	-4.70101	-4.70153	0.000259517
7	1.38591	1.38844	0.000935236
12	-6.58257	-6.58368	0.000237524
7	1.43376	1.43383	2.2345e-05
8	1.38625	1.38817	0.000857576
17	-4.70155	-4.70153	0.000244254
9	1.38798	1.38815	0.000762535
13	-6.58272	-6.58361	0.000230488
10	1.39265	1.3886	0.000808222
18	-4.70184	-4.70154	0.000231318
8	1.43377	1.43382	2.10075e-05
11	1.39006	1.38873	0.000745603
14	-6.58378	-6.58362	0.000214347
12	1.38934	1.38878	0.000685228
19	-4.70233	-4.70159	0.000222801
13	1.38963	1.38884	0.000635615
15	-6.58343	-6.58361	0.00020044
14	1.3899	1.38892	0.000594681
9	1.43386	1.43383	1.90077e-05
16	-6.58272	-6.58355	0.000195413
20	-4.69989	-4.7015	0.000227235
15	1.38807	1.38886	0.000557738
16	1.39105	1.389	0.00053932
17	-6.58175	-6.58345	0.000210566
17	1.3861	1.38883	0.000533817
10	1.43387	1.43383	1.7711e-05
18	1.39133	1.38897	0.000521857
18	-6.58194	-6.58336	0.000214842
19	1.39344	1.3892	0.000544866
19	-6.58325	-6.58336	0.000203616
11	1.43377	1.43383	1.70071e-05
20	1.39597	1.38954	0.000613721
20	-6.58355	-6.58337	0.000193657
12	1.43386	1.43383	1.58354e-05
