#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.989	0.989	0
2	0.927789	0.958395	0.0216415
3	0.923845	0.946878	0.0172214
4	0.918373	0.939752	0.0143147
5	0.937806	0.939363	0.0114571
21	1.19346	1.207	0.00424073
6	0.918191	0.935834	0.0100763
22	1.22936	1.20802	0.00416789
7	0.901616	0.930946	0.00975076
8	0.933451	0.931259	0.00853694
23	1.24323	1.20955	0.00425849
9	0.954638	0.933857	0.00797383
10	0.935364	0.934007	0.00717787
24	1.28441	1.21267	0.00509689
11	0.937909	0.934362	0.0065341
25	1.25408	1.21433	0.0051552
12	0.941184	0.934931	0.00601427
13	0.929166	0.934487	0.00556796
26	1.24212	1.2154	0.00506658
14	0.92108	0.933529	0.00525196
15	0.90999	0.93196	0.00513093
27	1.21669	1.21544	0.00487915
16	0.923699	0.931444	0.00483616
17	0.925058	0.931068	0.00456625
28	1.17473	1.21399	0.00491676
18	0.938447	0.931478	0.00433093
29	1.21546	1.21404	0.00474748
19	0.923013	0.931033	0.00412584
20	0.913067	0.930134	0.00401614
30	1.20669	1.2138	0.00459554
31	1.25838	1.21523	0.00466689
32	1.21632	1.21527	0.00452118
33	1.22093	1.21544	0.00438742
