#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.12669	-5.12669	0
2	-5.0336	-5.08014	0.0329142
3	-5.02913	-5.06314	0.025967
4	-5.02683	-5.05406	0.0210015
5	-5.04418	-5.05209	0.0168939
6	-5.0483	-5.05145	0.01409
7	-5.0747	-5.05478	0.0124625
8	-5.05973	-5.05539	0.0109201
9	-5.01147	-5.05051	0.0107419
10	-5.03614	-5.04908	0.0097635
11	-5.03402	-5.04771	0.00897129
12	-5.04528	-5.04751	0.00822596
13	-5.05977	-5.04845	0.00764709
14	-5.04254	-5.04803	0.0071125
15	-5.09179	-5.05095	0.00721189
16	-5.04782	-5.05075	0.00676379
17	-5.05554	-5.05103	0.00637179
18	-5.02717	-5.04971	0.00615416
19	-5.04061	-5.04923	0.00584886
20	-5.02532	-5.04803	0.00567725
