#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
15	-4.70246	-4.70156	0.000274565
1	-6.58338	-6.58338	0
16	-4.70101	-4.70153	0.000259517
5	1.43389	1.43386	2.34733e-05
2	-6.58362	-6.5835	8.48087e-05
17	-4.70155	-4.70153	0.000244254
6	1.43378	1.43384	2.24724e-05
18	-4.70184	-4.70154	0.000231318
3	-6.58503	-6.58401	0.000419446
19	-4.70233	-4.70159	0.000222801
4	-6.58271	-6.58368	0.000422409
7	1.43376	1.43383	2.2345e-05
20	-4.69989	-4.7015	0.000227235
5	-6.58356	-6.58366	0.000338642
6	-6.58532	-6.58394	0.00037927
7	-6.5838	-6.58392	0.000325578
