#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.922968	0.922968	0
2	0.876094	0.899531	0.0165725
3	0.876849	0.891971	0.012656
55	0.061188	0.0605729	0.000155011
4	0.873333	0.887311	0.0103141
5	0.900299	0.889909	0.00857216
56	0.0621802	0.0606016	0.000154878
6	0.865251	0.885799	0.00806864
57	0.0603447	0.0605971	0.000152226
7	0.883406	0.885457	0.00692322
8	0.879933	0.884767	0.00609215
58	0.0606191	0.0605975	0.000149602
9	0.874832	0.883663	0.00551436
10	0.888379	0.884135	0.00498305
59	0.0595827	0.0605803	0.000148052
11	0.871434	0.88298	0.0046619
12	0.881201	0.882832	0.00427576
60	0.0622988	0.0606089	0.000148329
13	0.864296	0.881406	0.00417783
61	0.0608618	0.0606131	0.000145955
14	0.881621	0.881421	0.00387944
15	0.892393	0.882153	0.00368912
62	0.0614695	0.0606269	0.000144253
16	0.890711	0.882687	0.00349711
17	0.885811	0.882871	0.00329622
63	0.0624607	0.060656	0.000144871
18	0.889537	0.883242	0.00313383
64	0.0614342	0.0606682	0.000143116
19	0.860096	0.882023	0.0031969
20	0.867105	0.881277	0.00312286
65	0.0607159	0.0606689	0.000140917
66	0.0594313	0.0606501	0.000140024
67	0.0592268	0.0606289	0.000139536
