#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
23	1.2	1.2	8.78823e-09
1	0.537747	0.537747	0
3	0.8	0.8	0
24	1.2	1.2	8.60319e-09
2	0.544529	0.541138	0.00239798
25	1.2	1.2	7.88495e-09
3	0.531605	0.53796	0.00304755
4	0.8	0.8	0
4	0.530318	0.53605	0.00282165
11	1.1	1.1	4.49287e-09
26	1.2	1.2	7.73183e-09
5	0.8	0.8	0
5	0.530938	0.535027	0.00243546
27	1.2	1.2	7.02447e-09
6	0.536017	0.535192	0.00203513
12	1.1	1.1	4.30159e-09
6	0.8	0.8	0
28	1.2	1.2	5.63211e-09
7	0.545581	0.536676	0.00222058
13	1.1	1.1	0
8	0.52932	0.535757	0.00212488
29	1.2	1.2	4.79272e-09
7	0.8	0.8	5.63211e-09
9	0.522142	0.534244	0.00236679
30	1.2	1.2	4.71216e-09
14	1.1	1.1	0
10	0.534894	0.534309	0.002131
8	0.8	0.8	5.26836e-09
31	1.2	1.2	2.67633e-09
11	0.522795	0.533262	0.00217923
15	1.1	1.1	0
12	0.519659	0.532129	0.00227345
32	1.2	1.2	2.63418e-09
9	0.8	0.8	4.96705e-09
13	0.485152	0.528515	0.00405681
33	1.2	1.2	2.59396e-09
16	1.1	1.1	0
14	0.487123	0.525559	0.00472309
10	0.8	0.8	3.332e-09
34	1.2	1.2	5.11106e-09
15	0.496378	0.523613	0.00479213
17	1.1	1.1	0
11	0.8	0.8	3.17694e-09
16	0.483872	0.521129	0.00509582
35	1.2	1.2	5.03751e-09
17	0.488778	0.519226	0.00513914
18	1.1	1.1	4.96705e-09
36	1.2	1.2	4.96705e-09
12	0.8	0.8	3.04169e-09
18	0.474651	0.51675	0.00541753
37	1.2	1.2	4.89947e-09
19	0.476247	0.514618	0.00553594
19	1.1	1.1	4.83458e-09
13	0.8	0.8	2.92236e-09
38	1.2	1.2	6.83712e-09
20	0.480113	0.512893	0.00552144
20	1.1	1.1	4.71216e-09
14	0.8	0.8	2.81605e-09
39	1.2	1.2	6.7489e-09
40	1.2	1.2	6.664e-09
21	1.1	1.1	4.5986e-09
15	0.8	0.8	3.84746e-09
22	1.1	1.1	7.78188e-09
23	1.1	1.1	7.61083e-09
