#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.478262	0.478262	0
2	0.479864	0.479063	0.000566465
3	0.474782	0.477636	0.00122471
4	0.45177	0.471169	0.00567498
5	0.444501	0.465836	0.00658566
6	0.432001	0.460197	0.00752451
7	0.44151	0.457527	0.00690692
8	0.429859	0.454068	0.00685498
9	0.434482	0.451892	0.0064295
10	0.430538	0.449757	0.00613091
11	0.429831	0.447945	0.00583503
12	0.435115	0.446876	0.00544585
13	0.434814	0.445948	0.00510537
14	0.435874	0.445229	0.00479115
15	0.435876	0.444605	0.00451213
16	0.433168	0.44389	0.00428636
17	0.441827	0.443769	0.00403594
18	0.431718	0.4431	0.00386686
19	0.438515	0.442858	0.00367086
20	0.439491	0.44269	0.00349118
