#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
15	-5.54201	-5.55767	0.00964946
1	-7.19833	-7.19833	0
16	-5.53318	-5.55614	0.00916695
5	-0.412584	-0.384379	0.0130217
2	-7.19652	-7.19742	0.000638073
17	-5.55083	-5.55583	0.00863304
6	-0.415362	-0.389543	0.0118311
18	-5.53021	-5.5544	0.00826988
3	-7.19837	-7.19774	0.000497574
19	-5.54556	-5.55394	0.00784772
4	-7.1949	-7.19703	0.000720108
7	-0.431376	-0.395519	0.0115521
20	-5.54403	-5.55344	0.00747095
5	-7.19799	-7.19722	0.000601091
6	-7.19888	-7.1975	0.00056102
7	-7.19695	-7.19742	0.000486328
