#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.905323	0.905323	0
2	0.861627	0.883475	0.0154489
3	0.858909	0.875287	0.0122792
4	0.872349	0.874552	0.00923136
5	0.862706	0.872183	0.0076831
6	0.851694	0.868768	0.00712114
7	0.874919	0.869647	0.00615782
8	0.867114	0.86933	0.00539622
9	0.869301	0.869327	0.00479664
10	0.857196	0.868114	0.00446774
11	0.852189	0.866666	0.00428975
12	0.855147	0.865706	0.00403824
13	0.864418	0.865607	0.00372882
14	0.850229	0.864509	0.00362066
15	0.846967	0.863339	0.00356315
16	0.860269	0.863147	0.00334561
17	0.864984	0.863255	0.00315056
18	0.871027	0.863687	0.00300497
19	0.858058	0.863391	0.00286138
20	0.870992	0.863771	0.00274343
