#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.910479	0.910479	0
42	0.060019	0.0605813	0.000184292
2	0.86679	0.888635	0.0154465
43	0.0606435	0.0605827	0.000180011
3	0.864457	0.880575	0.0122206
4	0.884037	0.881441	0.00919605
44	0.0613928	0.0606011	0.000176859
5	0.887676	0.882688	0.00744091
6	0.876105	0.881591	0.00628111
45	0.0599039	0.0605856	0.000173606
7	0.846457	0.876571	0.00711184
46	0.0596576	0.0605655	0.000171001
8	0.843056	0.872382	0.00735404
9	0.860835	0.871099	0.00664789
47	0.0592728	0.060538	0.00016956
10	0.881558	0.872145	0.00606482
11	0.85806	0.870865	0.00564701
48	0.0602058	0.060531	0.000166168
12	0.867774	0.870607	0.0051823
13	0.872768	0.870773	0.00478633
49	0.0589899	0.0604996	0.000165727
14	0.874489	0.871039	0.0044518
50	0.0595251	0.0604801	0.000163554
15	0.863548	0.870539	0.00418293
16	0.878095	0.871011	0.00394806
51	0.0608025	0.0604864	0.00016047
17	0.863394	0.870563	0.00374117
18	0.853974	0.869642	0.00364507
52	0.0617084	0.0605099	0.000159095
19	0.869371	0.869628	0.00345325
53	0.061658	0.0605316	0.000157561
20	0.880801	0.870186	0.00332548
54	0.0621485	0.0605615	0.000157463
