#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.558627	0.558627	0
2	0.548765	0.553696	0.00348664
8	0.0603117	0.0606947	0.000222191
3	0.518999	0.54213	0.00972501
4	0.520041	0.536608	0.00872181
9	0.0605188	0.0606752	0.000198361
5	0.525048	0.534296	0.00727741
6	0.512872	0.530725	0.00688497
10	0.0588236	0.06049	0.00025045
7	0.514932	0.528469	0.00626017
11	0.0606717	0.0605065	0.000228226
8	0.520934	0.527527	0.00554805
9	0.517289	0.52639	0.00504688
12	0.0601314	0.0604753	0.000211338
10	0.52327	0.526078	0.00455182
11	0.525186	0.525997	0.00413874
13	0.0604188	0.0604709	0.000195126
12	0.506504	0.524372	0.00410026
13	0.516025	0.52373	0.00383481
14	0.060307	0.0604592	0.000181539
14	0.514172	0.523047	0.00362116
15	0.0587773	0.0603471	0.000201104
15	0.519228	0.522793	0.00338869
16	0.527934	0.523114	0.00319209
16	0.0579051	0.0601945	0.000239547
17	0.52323	0.523121	0.00300433
18	0.52704	0.523339	0.0028453
17	0.0591472	0.0601329	0.000233243
19	0.520141	0.52317	0.00270052
18	0.0617149	0.0602207	0.000236264
20	0.516842	0.522854	0.00258397
19	0.0604205	0.0602313	0.000224063
20	0.0612836	0.0602839	0.000218951
