N_BLOCK:	ACCEPTANCE:
1	1
42	1
2	1
43	1
3	1
4	1
44	1
5	1
6	1
45	1
7	1
46	1
8	1
9	1
47	1
10	1
11	1
48	1
12	1
13	1
49	1
14	1
50	1
15	1
16	1
51	1
17	1
18	1
52	1
19	1
53	1
20	1
54	1
