#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
8	-7.19871	-7.19758	0.000451652
13	-5.53403	-5.56032	0.0109498
1	-0.40933	-0.40933	0
5	-0.412584	-0.384379	0.0130217
2	-0.409363	-0.409346	1.1568e-05
9	-7.19382	-7.19716	0.000562902
14	-5.53893	-5.55879	0.0102736
3	-0.412203	-0.410299	0.000777617
10	-7.19989	-7.19744	0.000568772
4	-0.407989	-0.409721	0.000768289
6	-0.415362	-0.389543	0.0118311
15	-5.54201	-5.55767	0.00964946
5	-0.413014	-0.41038	0.000851271
11	-7.19513	-7.19723	0.000554217
6	-0.414933	-0.411139	0.000991597
16	-5.53318	-5.55614	0.00916695
7	-0.414089	-0.41156	0.000935236
12	-7.19528	-7.19706	0.000531267
7	-0.431376	-0.395519	0.0115521
8	-0.413753	-0.411834	0.000857576
17	-5.55083	-5.55583	0.00863304
9	-0.412019	-0.411855	0.000762535
13	-7.19587	-7.19697	0.000498297
10	-0.407355	-0.411405	0.000808222
18	-5.53021	-5.5544	0.00826988
8	-0.469991	-0.404828	0.0133416
11	-0.409942	-0.411272	0.000745603
14	-7.19741	-7.197	0.000463669
12	-0.410657	-0.41122	0.000685228
19	-5.54556	-5.55394	0.00784772
13	-0.410373	-0.411155	0.000635615
15	-7.20001	-7.1972	0.000474136
14	-0.410098	-0.41108	0.000594681
9	-0.422687	-0.406813	0.0120059
16	-7.19278	-7.19693	0.000518776
20	-5.54403	-5.55344	0.00747095
15	-0.411931	-0.411137	0.000557738
16	-0.408953	-0.411	0.00053932
17	-7.19261	-7.19667	0.000546964
17	-0.413896	-0.41117	0.000533817
10	-0.364858	-0.402617	0.011515
18	-0.408675	-0.411032	0.000521857
18	-7.19627	-7.19665	0.000517029
19	-0.406561	-0.410796	0.000544866
19	-7.19739	-7.19669	0.000491265
11	-0.339929	-0.396918	0.0117944
20	-0.404031	-0.410458	0.000613721
20	-7.19468	-7.19659	0.000476875
12	-0.383087	-0.395766	0.0108677
