#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.4835	1.4835	0
2	1.39168	1.43759	0.0324623
3	1.38577	1.42032	0.0258321
4	1.37756	1.40963	0.0214721
5	1.40671	1.40904	0.0171856
21	1.79019	1.81051	0.00636109
6	1.37729	1.40375	0.0151144
22	1.84403	1.81203	0.00625184
7	1.35242	1.39642	0.0146261
8	1.40018	1.39689	0.0128054
23	1.86484	1.81433	0.00638774
9	1.43196	1.40079	0.0119607
10	1.40305	1.40101	0.0107668
24	1.92661	1.819	0.00764533
11	1.40686	1.40154	0.00980114
25	1.88113	1.82149	0.00773281
12	1.41178	1.4024	0.0090214
13	1.39375	1.40173	0.00835193
26	1.86319	1.82309	0.00759986
14	1.38162	1.40029	0.00787794
15	1.36498	1.39794	0.0076964
27	1.82503	1.82317	0.00731873
16	1.38555	1.39717	0.00725424
17	1.38759	1.3966	0.00684937
28	1.7621	1.82098	0.00737514
18	1.40767	1.39722	0.00649639
29	1.82319	1.82106	0.00712122
19	1.38452	1.39655	0.00618876
20	1.3696	1.3952	0.00602421
30	1.81004	1.82069	0.00689331
31	1.88756	1.82285	0.00700034
32	1.82448	1.8229	0.00678177
33	1.83139	1.82316	0.00658114
