#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.31357	-5.31357	0
2	-5.22792	-5.27074	0.0302801
3	-5.21821	-5.25323	0.0247371
4	-5.24034	-5.25001	0.0187618
5	-5.22552	-5.24511	0.0156358
6	-5.25707	-5.2471	0.0131562
7	-5.20259	-5.24074	0.0127212
8	-5.24753	-5.24159	0.0111593
9	-5.2119	-5.23829	0.0103955
10	-5.18046	-5.23251	0.0108463
11	-5.21939	-5.23132	0.00992568
12	-5.2171	-5.23013	0.00916897
13	-5.23206	-5.23028	0.00846486
14	-5.23485	-5.23061	0.00786652
15	-5.23987	-5.23122	0.00736628
16	-5.21998	-5.23052	0.00693936
17	-5.21542	-5.22963	0.00658775
18	-5.25371	-5.23097	0.00635607
19	-5.19317	-5.22898	0.00632519
20	-5.2368	-5.22937	0.00602099
