#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.14086	-5.14086	0
42	-0.390236	-0.407125	0.00557234
2	-5.04808	-5.09447	0.0328008
43	-0.408992	-0.407169	0.00544292
3	-5.04237	-5.0771	0.0260624
4	-5.08303	-5.07858	0.019589
44	-0.43192	-0.407731	0.0053482
5	-5.08999	-5.08087	0.0158034
6	-5.0647	-5.07817	0.0133971
45	-0.386556	-0.407261	0.00525001
7	-5.00709	-5.06802	0.0148407
46	-0.379314	-0.406653	0.00517092
8	-4.99777	-5.05924	0.0153653
9	-5.03516	-5.05656	0.013889
47	-0.367293	-0.405816	0.00512826
10	-5.07713	-5.05862	0.0126516
11	-5.0314	-5.05614	0.0117408
48	-0.395663	-0.405604	0.00502579
12	-5.04934	-5.05558	0.0107761
13	-5.06009	-5.05592	0.00995276
49	-0.358994	-0.404653	0.00501243
14	-5.06463	-5.05655	0.00926125
50	-0.375804	-0.404076	0.00494528
15	-5.04442	-5.05574	0.00867905
16	-5.07187	-5.05675	0.00819498
51	-0.41332	-0.404257	0.00485163
17	-5.04182	-5.05587	0.00775978
18	-5.02105	-5.05393	0.00756598
52	-0.441976	-0.404983	0.00481225
19	-5.05308	-5.05389	0.00716791
53	-0.440652	-0.405656	0.00476828
20	-5.07461	-5.05492	0.00688399
54	-0.453768	-0.406547	0.00476249
