#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.52306	-5.52306	0
2	-5.50075	-5.5119	0.00788598
8	-0.398447	-0.4107	0.00674637
3	-5.43686	-5.48689	0.0210911
4	-5.43974	-5.4751	0.0188255
9	-0.405471	-0.410119	0.00602174
5	-5.45114	-5.47031	0.0156586
6	-5.42281	-5.46239	0.014916
10	-0.354932	-0.4046	0.00753541
7	-5.4278	-5.45745	0.0135791
11	-0.40964	-0.405058	0.00686428
8	-5.4413	-5.45543	0.0120308
9	-5.42995	-5.4526	0.0110221
12	-0.39392	-0.40413	0.00635471
10	-5.44305	-5.45165	0.00996124
11	-5.44937	-5.45144	0.00905782
13	-0.401511	-0.403929	0.00586908
12	-5.40917	-5.44792	0.0089617
13	-5.42913	-5.44647	0.00838804
14	-0.399386	-0.403604	0.00545882
14	-5.42281	-5.44478	0.00795729
15	-0.352626	-0.400206	0.00606119
15	-5.43683	-5.44425	0.00744446
16	-5.45657	-5.44502	0.00701888
16	-0.326356	-0.39559	0.0072292
17	-5.44718	-5.44515	0.00660715
18	-5.45425	-5.44565	0.00625939
17	-0.36389	-0.393725	0.00704035
19	-5.43737	-5.44522	0.0059451
18	-0.441094	-0.396357	0.00712409
20	-5.43465	-5.44469	0.00567127
19	-0.402471	-0.396679	0.0067564
20	-0.428357	-0.398263	0.00660163
