#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	1.13153	1.13153	0
42	1.20234	1.21358	0.00371065
2	1.07061	1.10107	0.0215367
43	1.2148	1.2136	0.00362447
3	1.06605	1.0894	0.0172327
4	1.09316	1.09034	0.0129503
44	1.23003	1.21398	0.00356126
5	1.0988	1.09203	0.0104702
6	1.08085	1.09017	0.0088894
45	1.19996	1.21367	0.00349571
7	1.04319	1.08346	0.00983166
46	1.19504	1.21326	0.0034431
8	1.03749	1.07771	0.0101435
9	1.0626	1.07603	0.00915443
47	1.18701	1.2127	0.00341485
10	1.08963	1.07739	0.00833931
11	1.05871	1.07569	0.00775217
48	1.20598	1.21256	0.00334658
12	1.07123	1.07532	0.00711507
13	1.07831	1.07555	0.00657148
49	1.1815	1.21193	0.00333778
14	1.08194	1.07601	0.00611791
50	1.19272	1.21154	0.00329307
15	1.0663	1.07536	0.00574419
16	1.08522	1.07598	0.00541815
51	1.21776	1.21167	0.00323076
17	1.06477	1.07532	0.00513935
18	1.05269	1.07406	0.00500525
52	1.23668	1.21215	0.00320424
19	1.07312	1.07401	0.00474206
53	1.23595	1.2126	0.0031751
20	1.08835	1.07473	0.00455886
54	1.24461	1.21319	0.00317115
