#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.459	-3.459	0
2	-3.45666	-3.45783	0.000826427
3	-3.45728	-3.45765	0.000571253
4	-3.45723	-3.45754	0.00043777
5	-3.45554	-3.45714	0.000501
6	-3.45527	-3.45683	0.000505043
7	-3.45872	-3.4571	0.000500192
8	-3.457	-3.45709	0.000437836
9	-3.45855	-3.45725	0.000418264
10	-3.4576	-3.45728	0.000377868
11	-3.45808	-3.45736	0.000350327
12	-3.45828	-3.45743	0.000329538
13	-3.45847	-3.45751	0.000313665
14	-3.45748	-3.45751	0.000291272
15	-3.45983	-3.45767	0.000310276
16	-3.45918	-3.45776	0.000304936
17	-3.45821	-3.45779	0.000288131
18	-3.45966	-3.45789	0.000290353
19	-3.45818	-3.45791	0.000275463
20	-3.45907	-3.45796	0.000267738
