#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
15	0.83955	0.856111	0.00958314
1	0.614948	0.614948	0
16	0.832168	0.854615	0.00910028
5	1.84647	1.81823	0.0130103
2	0.612903	0.613925	0.000722882
17	0.849281	0.854301	0.00857038
6	1.84914	1.82339	0.011818
18	0.828369	0.85286	0.00821444
3	0.613347	0.613732	0.000507002
19	0.843231	0.852354	0.00779772
4	0.61219	0.613347	0.000506089
7	1.86513	1.82935	0.0115368
20	0.844143	0.851943	0.00741863
5	0.614429	0.613563	0.000448757
6	0.613558	0.613562	0.000373965
7	0.613148	0.613503	0.000325189
