#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
15	0.435876	0.444605	0.00451213
1	0.504127	0.504127	0
16	0.433168	0.44389	0.00428636
5	0.0614523	0.0605122	0.000430474
2	0.502741	0.503434	0.000489862
17	0.441827	0.443769	0.00403594
6	0.0615284	0.0606815	0.000390629
18	0.431718	0.4431	0.00386686
3	0.503144	0.503337	0.000335964
19	0.438515	0.442858	0.00367086
4	0.502237	0.503062	0.000346797
7	0.0620721	0.0608802	0.000382013
20	0.439491	0.44269	0.00349118
5	0.503816	0.503213	0.000308483
6	0.503254	0.50322	0.000257144
7	0.502951	0.503181	0.000223255
