#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.75037	0.75037	0
2	0.712005	0.731187	0.0135643
3	0.706671	0.723015	0.0112381
4	0.716426	0.721368	0.00854845
5	0.706402	0.718375	0.00734413
6	0.723717	0.719265	0.00617384
7	0.698551	0.716306	0.00595899
8	0.718619	0.716595	0.00522113
9	0.701118	0.714875	0.00491606
10	0.688169	0.712205	0.0050985
11	0.705967	0.711638	0.00466643
12	0.704688	0.711059	0.00431335
13	0.712039	0.711134	0.00398221
14	0.714592	0.711381	0.00370542
15	0.71697	0.711754	0.00347707
16	0.706886	0.711449	0.00327304
17	0.706058	0.711132	0.00309584
18	0.723828	0.711837	0.00300312
19	0.694185	0.710908	0.00298531
20	0.713987	0.711062	0.00284001
