#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-4.7017	-4.7017	0
2	-4.70174	-4.70172	1.38968e-05
3	-4.70125	-4.70156	0.000126767
4	-4.7032	-4.70197	0.000367237
5	-4.70397	-4.70237	0.000463024
6	-4.70203	-4.70231	0.000389354
7	-4.70143	-4.70219	0.000353712
8	-4.70135	-4.70208	0.000324469
9	-4.70183	-4.70205	0.000289676
10	-4.7012	-4.70197	0.000273024
11	-4.69991	-4.70178	0.000305616
12	-4.70014	-4.70164	0.000309398
13	-4.70013	-4.70153	0.000306694
14	-4.70106	-4.7015	0.000286597
15	-4.70246	-4.70156	0.000274565
16	-4.70101	-4.70153	0.000259517
17	-4.70155	-4.70153	0.000244254
18	-4.70184	-4.70154	0.000231318
19	-4.70233	-4.70159	0.000222801
20	-4.69989	-4.7015	0.000227235
