#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.877853	0.877853	0
2	0.842806	0.860329	0.0123907
3	0.842723	0.854461	0.00954968
4	0.844753	0.852034	0.00746425
5	0.846167	0.850861	0.00606292
6	0.831736	0.847673	0.0058304
7	0.835588	0.845947	0.00524686
34	0.0618636	0.0607069	0.000214437
8	0.819614	0.842655	0.00552788
9	0.826391	0.840848	0.00520068
35	0.0607878	0.0607092	0.000208322
10	0.864855	0.843249	0.0052053
36	0.0591596	0.0606662	0.000206935
11	0.839003	0.842863	0.00474638
12	0.835173	0.842222	0.00439389
37	0.0596993	0.06064	0.000202986
13	0.837455	0.841855	0.00407117
14	0.826763	0.840777	0.0039205
38	0.0608887	0.0606466	0.000197749
15	0.838268	0.84061	0.0036627
39	0.0593063	0.0606122	0.000195642
16	0.834472	0.840226	0.00345381
17	0.831681	0.839724	0.00328703
40	0.0595065	0.0605846	0.000192694
18	0.81758	0.838493	0.00332666
19	0.833572	0.838234	0.00316164
41	0.0610117	0.060595	0.000188276
20	0.836581	0.838152	0.00300464
