#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.790614	0.790614	0
2	0.747167	0.76889	0.0153608
3	0.744338	0.760706	0.0122279
4	0.739812	0.755483	0.0102259
5	0.754333	0.755253	0.00818331
21	0.0595682	0.0602498	0.00021116
6	0.740293	0.752759	0.0071892
22	0.0613677	0.0603006	0.000207586
7	0.72776	0.749188	0.00699317
8	0.750537	0.749357	0.00612106
23	0.0620674	0.0603774	0.000212298
9	0.766272	0.751236	0.00572222
10	0.752309	0.751344	0.005151
24	0.0640851	0.0605319	0.000253504
11	0.754984	0.751674	0.00469335
25	0.0625862	0.0606141	0.000256335
12	0.75658	0.752083	0.00432
13	0.74848	0.751806	0.00399658
26	0.0620057	0.0606676	0.000252002
14	0.742077	0.751111	0.00377104
15	0.733664	0.749948	0.00369465
27	0.0607426	0.0606704	0.000242684
16	0.744159	0.749586	0.00348141
17	0.744361	0.749279	0.00329016
28	0.0586622	0.0605987	0.000244385
18	0.755472	0.749623	0.00312531
29	0.0606862	0.0606017	0.000235976
19	0.744158	0.749335	0.00297403
20	0.735874	0.748662	0.00290049
30	0.0602448	0.0605898	0.00022841
31	0.0628043	0.0606612	0.000231944
32	0.0607357	0.0606636	0.000224707
33	0.0609375	0.0606719	0.000218051
