#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
8	0.61519	0.613714	0.000346238
13	0.833894	0.858788	0.0108685
1	1.8	1.8	0
5	1.84647	1.81823	0.0130103
2	1.8	1.8	0
9	0.610711	0.61338	0.00044008
14	0.837869	0.857294	0.0101944
3	1.8	1.8	0
10	0.615429	0.613585	0.00044116
4	1.8	1.8	0
6	1.84914	1.82339	0.011818
15	0.83955	0.856111	0.00958314
5	1.8	1.8	1.3328e-08
11	0.612029	0.613444	0.000423133
6	1.8	1.8	1.21667e-08
16	0.832168	0.854615	0.00910028
7	1.8	1.8	1.78103e-08
12	0.612714	0.613383	0.000392222
7	1.86513	1.82935	0.0115368
8	1.8	1.8	1.666e-08
17	0.849281	0.854301	0.00857038
9	1.8	1.8	1.57072e-08
13	0.613149	0.613365	0.000362463
10	1.8	1.8	1.49012e-08
18	0.828369	0.85286	0.00821444
8	1.90376	1.83865	0.0133264
11	1.8	1.8	1.79715e-08
14	0.613628	0.613384	0.000337061
12	1.8	1.8	1.72064e-08
19	0.843231	0.852354	0.00779772
13	1.8	1.8	1.65314e-08
15	0.616584	0.613597	0.000376087
14	1.8	1.8	1.593e-08
9	1.85654	1.84064	0.0119931
16	0.610063	0.613376	0.000412371
20	0.844143	0.851943	0.00741863
15	1.8	1.8	1.53899e-08
16	1.8	1.8	1.49012e-08
17	0.610853	0.613228	0.000413964
17	1.8	1.8	1.44562e-08
10	1.79873	1.83645	0.0115027
18	1.8	1.8	1.21667e-08
18	0.614333	0.613289	0.000395495
19	1.8	1.8	1.18422e-08
19	0.614137	0.613334	0.00037719
11	1.7737	1.83074	0.011787
20	1.8	1.8	1.05367e-08
20	0.611133	0.613224	0.000374038
12	1.81695	1.82959	0.0108607
