N_BLOCK:	ACCEPTANCE:
1	1
2	1
3	1
4	1
5	1
68	1
6	1
7	1
69	1
8	1
9	1
70	1
10	1
71	1
11	1
12	1
72	1
13	1
14	1
73	1
15	1
16	1
74	1
17	1
75	1
18	1
19	1
76	1
20	1
77	1
78	1
79	1
80	1
