#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	1.14631	1.14631	0
2	1.08105	1.11368	0.0230755
3	1.08104	1.1028	0.0177639
55	1.22527	1.21341	0.00312109
4	1.07751	1.09648	0.0144043
5	1.11395	1.09997	0.0119396
56	1.24566	1.21398	0.00311805
6	1.06593	1.0943	0.0112172
57	1.20914	1.2139	0.0030645
7	1.09086	1.09381	0.00962548
8	1.08595	1.09283	0.00847222
58	1.21483	1.21392	0.00301171
9	1.07797	1.09117	0.00769009
10	1.09588	1.09165	0.00693546
59	1.19349	1.21357	0.00298049
11	1.07475	1.09011	0.00647283
12	1.08857	1.08998	0.0059347
60	1.24829	1.21415	0.00298648
13	1.06432	1.08801	0.00579726
61	1.21887	1.21423	0.00293853
14	1.08813	1.08802	0.00538318
15	1.10322	1.08903	0.00511879
62	1.23125	1.2145	0.00290394
16	1.09993	1.08971	0.00484397
17	1.09296	1.0899	0.00456281
63	1.25129	1.21508	0.00291598
18	1.09577	1.09023	0.00432094
64	1.231	1.21533	0.002881
19	1.05751	1.08851	0.00442333
20	1.06898	1.08753	0.00430854
65	1.21654	1.21535	0.00283673
66	1.19049	1.21497	0.00281866
67	1.18641	1.21455	0.00280866
